productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Kelly Handbag Noir Box Calf with Gold Hardware 32,Hermes,"
            $8,675
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-black-box-calf-with-gold-hardware-325377111,Great,". Wear on base corners, minor scuffs on exterior and interior base. Creasing, scuffs and bubbling underneath flap, scratches on hardware.",,"Leather Hermes Color: Noir (Black) Interior Material: Leather Hardware Color: Gold Brand Code: D Square (2000) Clair Code: HB.HM.KY.BBXGH.32 Item Number: 53771/11"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-11_20Hermes_20Kelly_20Handbag_20Black_20Box_20Calf_20with_2D_0002_grande.jpg?v=1583172041"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""8675"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-black-box-calf-with-gold-hardware-325377111?variant=31409720590406""
            }}
</script>
",Gold,"Keys, Lock, Clochette, With Strap",D Square (2000),"Handle Drop 3.5&quot;, Height 9.5&quot;, Width 13&quot;, Depth 5&quot;, Strap Drop 17.5&quot;",53771/11,HB.HM.KY.BBXGH.32 
Jige Elan Clutch Epsom 29,Hermes,"
            $2,350
        ",/collections/hermes/products/handbags-hermes-jige-elan-clutch-epsom-2953943137,Excellent,. Minor scuffs underneath flap and in interior.,Brown,Leather,,No Accessories,X (2016),"Height 6.5&quot;, Width 11.5&quot;, Depth 1&quot;",53943/137,HB.HM.JIELC.EPSM.29 
Birkin Handbag Rouge H Chevre de Coromandel with Brushed Gold Hardware 35,Hermes,"
            $9,575
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-red-chevre-de-coromandel-with-brushed-gold-hardware-355308114,Very good,". Slight creasing near base, minor wear on base corners, light cracking and splitting on handle and flap wax edges. Minor scuffs in interior, scratches on hardware.",,"Leather Hermes Color: Rouge H (Red) Interior Material: Leather Hardware Color: Brushed Palladium Brand Code: I Square (2005) Clair Code: HB.HM.BIK.RCBG.35 Item Number: 53081/14"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53081-14_20Hermes_20Birkin_20Handbag_20Red_20Chevre_20de_20Corom_2D_0002_grande.jpg?v=1583173466"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""9575"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-red-chevre-de-coromandel-with-brushed-gold-hardware-355308114?variant=31409740087366""
            }}
</script>
",Brushed Palladium,"Keys, Lock, Clochette",I Square (2005),"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 7&quot;",53081/14,HB.HM.BIK.RCBG.35 
Kelly Handbag Rouge H Box Calf with Gold Hardware 32,Hermes,"
            $6,385
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-red-box-calf-with-gold-hardware-325119716,Fair,". Moderate scuffs and wear on exterior, handle and strap, splitting and peeling on exterior, flap and handle wax edges. Creasing and scuffs underneath flap, heavy indentations in interior, scratches on hardware.",,"Leather Hermes Color: Rouge H (Red) Interior Material: Leather Hardware Color: Gold Brand Code: Y Circle (1995) Clair Code: HB.HM.KY.RDBGH.32 Item Number: 51197/16"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/51197-16_20Hermes_20Kelly_20Handbag_20Red_20Box_20Calf_20with_20Go_2D_0002_grande.jpg?v=1583173455"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""6385"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-red-box-calf-with-gold-hardware-325119716?variant=31409739956294""
            }}
</script>
",Gold,"Keys, Lock, Dust Bag, Clochette, With Strap",Y Circle (1995),"Handle Drop 3.5&quot;, Height 8.5&quot;, Width 12.5&quot;, Depth 4.5&quot;, Strap Drop 17&quot;",51197/16,HB.HM.KY.RDBGH.32 
Birkin Handbag Crevette Clemence with Palladium Hardware 30,Hermes,"
            $10,895
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-pink-clemence-with-palladium-hardware-305377124,Very good,". Wear on base corners, creasing on exterior, darkening and wear on handles. Light scuffs on interior base, scratches on hardware.",,"Leather Hermes Color: Crevette (Pink) Interior Material: Leather Hardware Color: Palladium Brand Code: Q Square (2013) Clair Code: HB.HM.BIK.PNPH.30 Item Number: 53771/24"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-24_20Hermes_20Birkin_20Handbag_20Pink_20Clemence_20with_2D_0002_grande.jpg?v=1583173439"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""10895"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-pink-clemence-with-palladium-hardware-305377124?variant=31409739857990""
            }}
</script>
",Palladium,"Keys, Lock, Clochette, Raincoat",Q Square (2013),"Handle Drop 4&quot;, Height 9&quot;, Width 12&quot;, Depth 6&quot;",53771/24,HB.HM.BIK.PNPH.30 
Birkin Handbag Noir Togo with Gold Hardware 35,Hermes,"
            $11,230
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-togo-with-gold-hardware-3554145308,Great,". Minor wear on base corners and handles, loss of shape on exterior, cracking on handle wax edges. Slight splitting on flap wax edges, scuffs in interior, scratches on hardware.",,"Leather Hermes Color: Noir (Black) Interior Material: Leather Hardware Color: Gold Brand Code: J Square (2006) Clair Code: HB.HM.BIK.BTGGH.35 Item Number: 54145/308"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/54145-308_20Hermes_20Birkin_20Handbag_20Black_20Togo_20with_20Go_2D_0002_grande.jpg?v=1583173330"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""11230"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-togo-with-gold-hardware-3554145308?variant=31409738154054""
            }}
</script>
",Gold,"Keys, Lock, Dust Bag, Clochette",J Square (2006),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 8&quot;",54145/308,HB.HM.BIK.BTGGH.35 
Kelly Flag Handbag Epsom 32,Hermes,"
            $13,760
        ",/collections/hermes/products/handbags-hermes-kelly-flag-handbag-epsom-324565862,Good,". Moderate wear and darkening on base corners, minor splitting on base corner wax edges. Bubbling underneath flap, scuffs in interior, scratches on hardware.",,"Leather Hermes Color: Bicolor - Rouge Casaque/Blanc Interior Material: Leather Hardware Color: Palladium Brand Code: R Square (2014) Clair Code: HB.HM.KFLH.EPSM.32 Item Number: 45658/62"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/45658-62_20Hermes_20Kelly_20Flag_20Handbag_20Epsom_2032_2D_0002_grande.jpg?v=1583173075"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""13760"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-flag-handbag-epsom-324565862?variant=31409734221894""
            }}
</script>
",Palladium,"Keys, Lock, Clochette, With Strap",R Square (2014),"Handle Drop 3.5&quot;, Height 9&quot;, Width 13&quot;, Depth 5&quot;, Strap Drop 16&quot;",45658/62,HB.HM.KFLH.EPSM.32 
Birkin Handbag Noir Togo with Palladium Hardware 35,Hermes,"
            $9,870
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-3554145334,Fair,". Loss of shape on exterior. Minor wear on base corners, moderate cracking on handle and closure belt wax edges. Small indentations in interior, scratches on hardware.",,"Leather Hermes Color: Noir (Black) Interior Material: Leather Hardware Color: Palladium Brand Code: L Square (2008) Clair Code: HB.HM.BIK.BKTPH.35 Item Number: 54145/334"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/54145-334_20Hermes_20Birkin_20Handbag_20Black_20Togo_20with_20Pa_2D_0002_grande.jpg?v=1583173343"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""9870"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-3554145334?variant=31409738743878""
            }}
</script>
",Palladium,"Keys, Lock, Clochette",L Square (2008),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",54145/334,HB.HM.BIK.BKTPH.35 
Kelly Wallet Epsom Long,Hermes,"
            $2,500
        ",/collections/hermes/products/handbags-hermes-kelly-wallet-epsom-long5377151,Pristine,". Minimal wear in interior, faint scratches on hardware.",Blue,Leather,Palladium,Box,T (2015),"Height 4.5&quot;, Width 8&quot;, Depth 1&quot;",53771/51,AC.HM.KYW.EPSM.LO 
Kelly Handbag Bleu Indigo Courchevel with Gold Hardware 35,Hermes,"
            $7,965
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-blue-courchevel-with-gold-hardware-355377119,Very good,". Wear, creasing and scuffs on exterior, minor wear on handles and strap. Creasing, bubbling and wear underneath flap, scuffs in interior, scratches on hardware.",,"Leather Hermes Color: Bleu Indigo (Blue) Interior Material: Leather Hardware Color: Gold Brand Code: Y Circle (1995) Clair Code: HB.HM.KY.BLCGH.35 Item Number: 53771/19"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-19_20Hermes_20Kelly_20Handbag_20Blue_20Courchevel_20with_2D_0002_grande.jpg?v=1583173569"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""7965"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-blue-courchevel-with-gold-hardware-355377119?variant=31409741529158""
            }}
</script>
",Gold,"Keys, Lock, Clochette, With Strap",Y Circle (1995),"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 5&quot;, Strap Drop 17.5&quot;",53771/19,HB.HM.KY.BLCGH.35 
Plume Bag Vibrato and Leather 32,Hermes,"
            $3,325
        ",/collections/hermes/products/handbags-hermes-plume-bag-vibrato-and-leather-3253771188,Great,". Minor wear and scuffs on exterior and handles, scratches on hardware.",Red,Leather,Gold,No Accessories,E Square (2001),"Handle Drop 7&quot;, Height 9&quot;, Width 12.5&quot;, Depth 5&quot;",53771/188,HB.HM.PB.VBL.32 
Soie Cool Handbag Printed Silk and Calfskin Medium,Hermes,"
            $1,330
        ",/collections/hermes/products/handbags-hermes-soie-cool-handbag-printed-silk-and-calfskin-medium5344061,Excellent,". Minor indentations in interior, scratches on hardware.",Orange,Fabric,Palladium,No Accessories,Q Square (2013),"Height 13.5&quot;, Width 8.5&quot;, Depth 8.5&quot;, Strap Drop 13&quot;",53440/61,HB.HM.SICL.PSAC.ME 
Convoyeur Crossbody Bag Evercolor Mini,Hermes,"
            $2,310
        ",/collections/hermes/products/handbags-hermes-convoyeur-crossbody-bag-evercolor-mini5344064,Excellent,". Slight creasing underneath flap, scratches on hardware.",Green,Leather,Palladium,"Box, Dust Bag",R Square (2014),"Height 4.5&quot;, Width 6&quot;, Depth 1.5&quot;, Strap Drop 24&quot;",53440/64,HB.HM.CONV.ECOL.MI 
Birkin Handbag Brûlé Clemence with Gold Hardware 35,Hermes,"
            $8,780
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-clemence-with-gold-hardware-35536098,Great,". Minor discoloration and wear on base corners, slight creasing and wear on exterior and in interior, indentations on interior base, scratches on hardware.",,"Leather Hermes Color: Brûlé (Brown) Interior Material: Leather Hardware Color: Gold Brand Code: O Square (2011) Clair Code: HB.HM.BIK.BCGW.35 Item Number: 53609/8"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53609-8_20Hermes_20Birkin_20Handbag_20Brown_20Clemence_20with_2D_0002_grande.jpg?v=1583172331"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""8780"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-brown-clemence-with-gold-hardware-35536098?variant=31409723932742""
            }}
</script>
",Gold,"Keys, Lock, Accessories Dust Bag, Clochette",O Square (2011),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",53609/8,HB.HM.BIK.BCGW.35 
Birkin Handbag Marron Foncé Courchevel with Gold Hardware 40,Hermes,"
            $8,615
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-courchevel-with-gold-hardware-405377116,Very good,". Wear on base corners and closure straps, scuffs on handles and interior base, scratches on hardware.",,"Leather Hermes Color: Marron Foncé (Brown) Interior Material: Leather Hardware Color: Gold Brand Code: X Circle (1994) Clair Code: HB.HM.BIK.BRCG.40 Item Number: 53771/16"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-16_20Hermes_20Birkin_20Handbag_20Brown_20Courchevel_20wi_2D_0002_grande.jpg?v=1583172393"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""8615"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-brown-courchevel-with-gold-hardware-405377116?variant=31409724653638""
            }}
</script>
",Gold,No Accessories,X Circle (1994),"Handle Drop 3.5&quot;, Height 11&quot;, Width 16&quot;, Depth 8&quot;",53771/16,HB.HM.BIK.BRCG.40 
Karo Pouch Chevre Mysore PM,Hermes,"
            $390
        ",/collections/hermes/products/handbags-hermes-karo-pouch-chevre-mysore-pm518027,Fair,". Creasing and moderate discoloration on exterior, wear and small stains in interior, scratches on hardware.",Orange,Leather,Palladium,Dust Bag,J Square (2006),"Height 3.5&quot;, Width 6&quot;, Depth 1.5&quot;",51802/7,AC.HM.KAPO.CHM.PM 
Evelyne Crossbody Gen II Clemence PM,Hermes,"
            $2,590
        ",/collections/hermes/products/handbags-hermes-evelyne-crossbody-gen-ii-clemence-pm5377156,Very good,". Minor creasing on exterior, wear on opening edges, slight pilling on strap. Wear in interior, scratches on hardware.",Black,Leather,Palladium,"Box, Dust Bag",H Square (2004),"Height 10.5&quot;, Width 11&quot;, Depth 4&quot;, Strap Drop 19&quot;",53771/56,HB.HM.EVCII.CM.PM 
Birkin Handbag Noir Togo with Palladium Hardware 35,Hermes,"
            $11,850
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-35537711,Very good,". Minor wear on base corners and handles, moderate loss of shape on exterior. Wear, scuffs and small indentations in interior, scratches on hardware.",,"Leather Hermes Color: Noir (Black) Interior Material: Leather Hardware Color: Palladium Brand Code: Q Square (2013) Clair Code: HB.HM.BIK.BKTPH.35 Item Number: 53771/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-1_20Hermes_20Birkin_20Handbag_20Black_20Togo_20with_20Pall_2D_0002_grande.jpg?v=1583428007"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""11850"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-35537711?variant=31417443516486""
            }}
</script>
",Palladium,"Keys, Lock, Clochette",Q Square (2013),"Handle Drop 4.5&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",53771/1,HB.HM.BIK.BKTPH.35 
,Hermes,"
            $4,665
        ",/collections/hermes/products/handbags-hermes-jypsiere-bag-clemence-34539433,,,,,,,,,,
Birkin Handbag Ebene Evergrain with Palladium Hardware 30,Hermes,"
            $8,795
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-togo-with-palladium-hardware-305377125,Very good,". Minor wear on base corners and handles, light cracking on handle wax edges, scratches on hardware.",,"Leather Hermes Color: Ebene (Brown) Interior Material: Leather Hardware Color: Palladium Brand Code: J Square (2006) Clair Code: HB.HM.BIK.BGPH.30 Item Number: 53771/25"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-25_20Hermes_20Birkin_20Handbag_20Brown_20Togo_20with_20Pal_2D_0002_grande.jpg?v=1583428778"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""8795"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-brown-togo-with-palladium-hardware-305377125?variant=31417466683462""
            }}
</script>
",Palladium,"Keys, Lock, Clochette",J Square (2006),"Handle Drop 4&quot;, Height 8.5&quot;, Width 12&quot;, Depth 6.5&quot;",53771/25,
Pochette Green Waist Bag Leather,Hermes,"
            $1,000
        ",/collections/hermes/products/handbags-hermes-pochette-green-waist-bag-leather5431740,Great,". Minor scuffs, creasing and indentations on exterior, creasing and scuffs underneath flap. Light wear in interior, scratches on hardware.",Black,Leather,Brass,Dust Bag,O Circle (1985),"Height 4&quot;, Width 5.5&quot;, Depth 1.5&quot;, Strap Drop 20&quot;",54317/40,HB.HM.PGRW.LE 
Evelyne Crossbody Gen I Clemence PM,Hermes,"
            $2,085
        ",/collections/hermes/products/handbags-hermes-evelyne-crossbody-gen-i-clemence-pm53771200,Very good,". Wear on base and opening corners, creasing on exterior, light wear on strap. Cracking and splitting on side opening and closure strap wax edges, wear, piling and small stain in interior, scratches on hardware.",Brown,Leather,Palladium,"Dust Bag, With Strap",L Square (2008),"Height 10.5&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 20&quot;",53771/200,HB.HM.EVCI.CM.PM 
Bolide Web 1923 Bag Swift 31,Hermes,"
            $3,275
        ",/collections/hermes/products/handbags-hermes-bolide-web-1923-bag-swift-315431716,Very good,". Minor discoloration and wear on base corners, slight creasing on exterior near base, scuffs and wear on exterior. Indentations, scuffs and wear in interior, scratches on hardware.",Brown,Leather,Palladium,"Keys, Lock, Dust Bag, Clochette",I Square (2005),"Handle Drop 3&quot;, Height 9&quot;, Width 11.5&quot;, Depth 4.5&quot;",54317/16,HB.HM.BOWE.SW.31 
Birkin Handbag Turquoise Clemence with Palladium Hardware 30,Hermes,"
            $10,800
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-blue-clemence-with-palladium-hardware-30536701,Very good,". Creasing on exterior, wear on base corners and handles wax edges. Minor cracking on belt strap wax edges, scuffs in interior, scratches on hardware.",,"Leather Hermes Color: Turquoise (Blue) Interior Material: Leather Hardware Color: Palladium Brand Code: R Square (2014) Clair Code: HB.HM.BIK.BLCLPH.30 Item Number: 53670/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53670-1_20Hermes_20Birkin_20Handbag_20Blue_20Clemence_20with_20P_2D_0002_grande.jpg?v=1583429927"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""10800"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-blue-clemence-with-palladium-hardware-30536701?variant=31417500631110""
            }}
</script>
",Palladium,"Keys, Lock, Clochette",R Square (2014),"Height 9&quot;, Width 12&quot;, Depth 6&quot;",53670/1,HB.HM.BIK.BLCLPH.30 
Victoria Elan Bag Clemence 38,Hermes,"
            $2,550
        ",/collections/hermes/products/handbags-hermes-victoria-elan-bag-clemence-385377158,Very good,". Wear and darkening on base corners, creasing on exterior and handles. Minor wear and small marks in interior, scratches on hardware.",Red,Leather,Palladium,"Keys, Lock, Clochette",Q Square (2013),"Handle Drop 8&quot;, Height 8&quot;, Width 15&quot;, Depth 3&quot;",53771/58,HB.HM.VTE.CM.38 
Vintage Faco Shoulder Bag Courchevel with Lizard Small,Hermes,"
            $2,800
        ",/collections/hermes/products/handbags-hermes-vintage-faco-shoulder-bag-courchevel-with-lizard-small54441249,Good,". Slight marks on exterior, cracking on strap wax edges, heavy scuffs in interior, scratches on hardware.",Blue,"Exotic, Leather, Lizard",Gold,No Accessories,W Circle (1993),"Height 6&quot;, Width 8.5&quot;, Depth 1&quot;, Strap Drop 16.5&quot;",54441/249,HB.HM.VFAC.COLZ.SM 
Birkin Handbag Parchemin Swift with Palladium Hardware 30,Hermes,"
            $11,310
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-light-swift-with-palladium-hardware-30537714,Very good,". Moderate scuffs and wear on base corners, discoloration on exterior, small marks on flap and interior opening. Light cracking on handle wax edges, wear in interior, scratches on hardware.",,"Leather Hermes Color: Parchemin (White) Interior Material: Leather Hardware Color: Palladium Brand Code: K Square (2007) Clair Code: HB.HM.BIK.LSPH.30 Item Number: 53771/4"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/53771-4_20Hermes_20Birkin_20Handbag_20Light_20Swift_20with_20Pal_2D_0002_grande.jpg?v=1583430812"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""11310"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-light-swift-with-palladium-hardware-30537714?variant=31417525502022""
            }}
</script>
",Palladium,"Keys, Lock, Dust Bag, Clochette",K Square (2007),"Handle Drop 5&quot;, Height 9&quot;, Width 11.5&quot;, Depth 6&quot;",53771/4,HB.HM.BIK.LSPH.30 
Double Sens Tote Clemence 36,Hermes,"
            $2,240
        ",/collections/hermes/products/handbags-hermes-double-sens-tote-clemence-3654441170,Good,". Moderate wear and darkening on base corners, small marks and creasing on exterior, splitting and cracking on opening trim and handle wax edges. Wear, pen marks and stains in interior, scratches on hardware.",Orange,Leather,,Dust Bag,P Square (2012),"Handle Drop 9.5&quot;, Height 12&quot;, Width 14&quot;, Depth 5&quot;",54441/170,HB.HM.DSTO.CM.36 
Sac Sequana Bag Doblis Suede Small,Hermes,"
            $3,690
        ",/collections/hermes/products/handbags-hermes-sac-sequana-bag-doblis-suede-small5344026,Very good,". Minor wear and discoloration on base corners, light wear on exterior and strap, wear and indentations in interior, scratches on hardware.",Green,Suede,Gold,Dust Bag,R (1962),"Height 7.5&quot;, Width 8.5&quot;, Depth 2&quot;, Strap Drop 14&quot;",53440/26,HB.HM.SSEQ.DBLS.SM 
Bolide 1923 Bag Evercolor Mini,Hermes,"
            $4,415
        ",/collections/hermes/products/handbags-hermes-bolide-1923-bag-evercolor-mini5431710,Excellent,". Faint creasing on exterior, scratches on hardware.",Purple,Leather,Palladium,,C (2018),"Handle Drop 2&quot;, Height 5.5&quot;, Width 7&quot;, Depth 3&quot;, Strap Drop 20&quot;",54317/10,HB.HM.BONT.ECOL.MI 
Tsako Shoulder Bag Buffalo,Hermes,"
            $860
        ",/collections/hermes/products/handbags-hermes-tsako-shoulder-bag-buffalo5456619,Very good,". Minor wear and discoloration on handle and closure belt, cracking on interior side wax edges, wear and pilling in interior, scratches on hardware.",Red,Leather,Gold,No Accessories,C Square (1999),"Height 8.5&quot;, Width 12&quot;, Depth 3.5&quot;, Strap Drop 14&quot;",54566/19,HB.HM.TSKS.BUFF 
Birkin Handbag Chocolate Togo with Gold Hardware 35,Hermes,"
            $8,025
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-togo-with-gold-hardware-35511976,Very good,". Creasing on exterior, wear on base corners and handles, indentations and scuffs in interior, scratches on hardware.",Brown,Leather,Gold,"Keys, Lock, Clochette",N Square (2010),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",51197/6,HB.HM.BIK.BRWTGH.35 
Birkin Handbag Vibrato and Togo 35,Hermes,"
            $8,225
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-vibrato-and-togo-3549557137,Very good,". Minor wear on base corners, slight creasing on exterior and handles, moderate splitting on handle wax edges. Small indentations and scuffs in interior, scratches on hardware.",,Leather,Palladium,"Keys, Lock, Clochette",G Square (2003),"Handle Drop 5&quot;, Height 10&quot;, Width 14&quot;, Depth 7&quot;",49557/137,HB.HM.BIK.VTOG.35 
Birkin Handbag Gold Courchevel with Gold Hardware 35,Hermes,"
            $7,785
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-courchevel-with-gold-hardware-355072812,Very good,". Moderate wear on base corners, light scuffs in interior, scratches on hardware.",Brown,Leather,Gold,"Keys, Lock, Clochette",D Square (2000),"Handle Drop 4&quot;, Height 9.5&quot;, Width 14&quot;, Depth 7&quot;",50728/12,HB.HM.BIK.BRCG.35 
Birkin Handbag Gold Courchevel with Gold Hardware 35,Hermes,"
            $7,810
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-courchevel-with-gold-hardware-355119714,Very good,". Moderate wear on base corners, scuffs on flap, scratches on hardware.",Brown,Leather,Gold,"Keys, Lock, Clochette",D Square (2000),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",51197/14,HB.HM.BIK.BRCG.35 
Birkin Handbag Sauge Swift with Gold Hardware 25,Hermes,"
            $12,605
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-green-swift-with-gold-hardware-255120120,Great,". Minor wear on base corners, small mark on rear, scratches on hardware.",Neutral,Leather,Gold,"Keys, Lock, Box, Dust Bag, Clochette",A (2017),"Handle Drop 3.5&quot;, Height 7.5&quot;, Width 10&quot;, Depth 5&quot;",51201/20,HB.HM.BIK.GSWG.25 
Birkin JPG Bag Bougainvillea Clemence with Palladium Hardware 42,Hermes,"
            $5,500
        ",/collections/hermes/products/handbags-hermes-birkin-jpg-bag-red-clemence-with-palladium-hardware-425154414,Great,". Slight loss of shape on exterior, cracking on opening corner wax edges, scratches on hardware.",Pink,Leather,Palladium,"Keys, Lock, Clochette",N Square (2010),"Handle Drop 7&quot;, Height 9&quot;, Width 16.5&quot;, Depth 7&quot;",51544/14,HB.HM.JPG.RCMP.42 
