prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
HERMES Vinyl Kelly Hand Beach Bag SOUVENIR DE L'EXPOSITION 1997,/collections/hermes/products/ao13496,"98,000",-,"W 15.7 x H 11.4 x D 4.5 ""
Handle Drop. 1.6 ""","Clear
/ Vinyl",-,"Though there is a little feeling of used, good condition.

Corner has stain.

There is scratches.

Metal fittings has scratches and dirt.","Though there is a little feeling of used, good condition.",-,Smell of perfume.,AO13496
HERMES KELLY SPORT GM Shoulder Bag Black Box Calf,/collections/hermes/products/ao13493,"498,000",Circle: T ;Production in 1990,"W 11.8 x H 13.0 x D 4.7 ""
Strap Drop. 13.4 - 15.7 ""","Black
/ Box Calf",Dust Bag,"There is feeling of used.

There is wrinkle.","There is feeling of used.

Pocket has scuff.

Inside has mold stain.",-,Little smell of mold.,AO13493
HERMES BIRKIN 35 Hand Bag Black Ardennes,/collections/hermes/products/ao13370,"898,000",Square: G ; Production in 2003,"W 13.4 x H 10.2 x D 7.1 ""
Handle Drop. 3.9 ""","Black
/ Vachette Grainee Des Ardennes","Cover of Keys, Keys*2, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO13370
HERMES BIRKIN 30 Hand Bag Togo Rouge Grenat,/collections/hermes/products/ao13368,"1,280,000",Square : J ;Production in 2006,"W 11.8 x H 8.7 x D 6.3 ""
Handle Drop. 3.9 ""","Rouge Grenat
/ Veau Crispe Togo","Cover of Keys, Keys*2, Padlock, Rain Cover, Dust Bag, Box","Though there is minor dirt, Very good condition.","Though there is a little feeling of used, good condition.",-,-,AO13368
HERMES EVELYNE POCHE 3 29 Shoulder Bag Gray Taurillon Clamence,/collections/hermes/products/ao13353,"348,000",Square : N ;Production in 2010,"W 11.4 x H 11.0 x D 3.5 ""
Strap Drop. 17.7 - 25.6 ""","Gray
/ Taurillon Clamence","Dust Bag, Box(Damaged)",Very good condition.,"Though there is minor scuff and fluffing, good condition.",-,-,AO13353
HERMES EVELYNE POCHE 3 29 Shoulder Bag Etoupe Taurillon Clamence,/collections/hermes/products/ao13352,"368,000",T ;Production in 2015,"W 11.4 x H 11.0 x D 3.5 ""
Strap Drop. 17.7 - 25.6 ""","Etoupe
/ Taurillon Clamence","Dust Bag, Box",Very good condition.,"Though there is minor scuff, Very good condition.",-,-,AO13352
HERMES Yachting Pouch Purple,/collections/hermes/products/ao13176,"22,800",-,"W 10.6 "" x H 7.1 """,Purple / Cotton,Box,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO13176
HERMES Yachting Pouch Red,/collections/hermes/products/ao13175,"26,800",-,"W 10.6 "" x H 7.1 """,Red / Cotton,Box,Good condition.,Good condition.,-,Smell of perfume.,AO13175
HERMES Petit H Pouch Purse Brown Swift Toile H GM,/collections/hermes/products/ao13174,"36,800",-,"W 6.7 "" x H 5.1 ""","Brown / Swift, Toile H GM",Box,"Though there is a little feeling of used, good condition.",Good condition.,-,-,AO13174
HERMES H Logos Multi Case Pouch Purse Light Blue,/collections/hermes/products/ao13173,"36,800",-,"W 6.7 "" x H 5.1 """,Light Blue / Buffalo Pondichery Leather,"Box, Manual",Good condition.,Good condition.,-,Smell of material.,AO13173
HERMES WHITE BASS TPM Hand Bag Bordeaux Box Calf,/collections/hermes/products/ao13070,"228,000",Square:F ;Production in 2002,"W 8.3 "" x H 6.1 "" x D 2.6 ""
Handle Drop. 3.5 ""","Bordeaux
/ Box Calf","Dust Bag, Box",Very good condition.,Very good condition.,-,-,AO13070
HERMES Passe Guide Shoulder Bag Black Box Calf,/collections/hermes/products/ao13062,"798,000",-,"W 8.7 x H 7.5 x D 3.1 ""
Strap Drop. 16.1 ""","Black
/ Box Calf",-,"There is feeling of used.

There is scuff.

Metal fitting has scratches and dirt.","There is feeling of used.

There is scuff and dirt.",-,-,AO13062
HERMES Faco Clutch Black Satin,/collections/hermes/products/ao12921,"148,000",Circle: K ;Production in 1981,"W 9.8 x H 4.9 x D 1.5 ""","Black, Gold
/ Satin","Box, Dust Bag","Though there is a little feeling of used, good condition.

Metal fittings has minor discoloration.","Though there is a little feeling of used, good condition.

Leather has minor scuff.",-,-,AO12921
HERMES CONSTANCE Shoulder Bag Crocodile Porosus Skin Black,/collections/hermes/products/ao12864,"2,380,000",Unclear due to deterioration.,"W 9.1 x H 7.1 x D 1.8 ""
Strap Drop. 8.3 or 15.0 ""","Black
/ Crocodile Porosus Skin","Dust Bag, Box(Damaged)","Though there is a little feeling of used, good condition.

Shoulder strap has lose shape.",There is feeling of used.,-,-,AO12864
HERMES JIGE Duo H Logos Wallet Clutch Purse Purple Swift Smooth,/collections/hermes/products/ao12811,"398,000",-,"W 8.5 "" x H 4.9 "" x D 0.6 ""","Purple, Blue
/Swift Smooth Leather, Lizard","Box, Dust Bag, Pouch","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO12811
HERMES Medor Clutch Navy Lizard Skin,/collections/hermes/products/ao12765,"1,180,000",T ;Production in 2015,"W 9.1 x H 5.1 x D 1.6 ""","Navy
/ Lizard skin","Dust Bag, Manual",Very good condition.,Very good condition.,-,-,AO12765
HERMES KELLY 25 2way Hand Bag Crocodile Porosus Skin Black,/collections/hermes/products/ao12685,"3,480,000",Square: B ; Production in 1998,"W 9.8 x H 6.7 x D 2.8 ""
Handle Drop. 3.5 ""
Strap Drop. 16.5 ""","Black
/ Crocodile Porosus Skin","Cover of Keys, Keys*2, Padlock, Dust Bag*2, Box","Though there is scuff and minor dirt, good condition.",There is feeling of used.,-,-,AO12685
HERMES KELLY 28 2way Hand Bag Crocodile Porosus Skin Black,/collections/hermes/products/ao12684,"2,480,000",Circle: U ; Production in 1991,"W 11.0 x H 8.7 x D 3.9 ""
Handle Drop. 3.5 ""
Strap Drop. 16.5 ""","Black
/ Crocodile Porosus Skin","Cover of Keys, Keys*2, Padlock, Dust Bag*2, Box(Dameged)",There is feeling of used.,There is feeling of used.,-,-,AO12684
HERMES BIRKIN 35 Hand Bag Black Veau Crispe Togo,/collections/hermes/products/ao12537,"980,000",Unknown,"W 13.4 x H 9.8 x D 7.1 ""
Handle Drop. 3.9 ""","Black
/ Veau Crispe Togo","Cover of Keys, Keys*2, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used.

There is scuff and dirt.",-,-,AO12537
HERMES Medor Clutch Hand Party Bag Purple Box Calf,/collections/hermes/products/ao12532,"598,000",X ;Production in 2016,"W 9.1 x H 5.1 x D 1.6 ""","Purple
/ Box Calf","Dust Bag, Manual, Box","Though there is a little feeling of used, Very good condition.",Very good condition.,-,-,AO12532
HERMES DANUBE Briefcase Hand Bag Brown Veau Greine Couchevel,/collections/hermes/products/ao12531,"248,000",Square : A ; Production in 1997,"W 15.0 x H 11.2 x D 2.4 ""
Handle Drop. 1.6 ""","Brown
/ Veau Greine Couchevel",-,"Though there is a little feeling of used, good condition.

There is scuff.","Though there is a little feeling of used, good condition.",-,-,AO12531
HERMES SAC A DEPECHES 41 Briefcase Hand Bag Black Ostrich,/collections/hermes/products/ao12530,"498,000",Square : F ;Production in 2002,"W 16.1 x H 11.8 x D 3.9 ""
Handle Drop. 1.2 ""","Black
/ Ostrich","Keys*2, Cover of Key","There is feeling of used.

There is scuff and minor peeled.","There is feeling of used.

There is scratches and dirt.",-,-,AO12530
HERMES EVELYNE PM Shoulder Bag Black Veau Crispe Togo,/collections/hermes/products/ao12443,"248,000",Square: G ;Production in 2003,"W 11.0 x H 11.0 x D 3.0 ""
Strap Drop. 19.7 ""","Black
/ Veau Crispe Togo",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

There is scuff.",-,-,AO12443
HERMES Logos Trunk Travel Hand Bag Beige Brown Toile H,/collections/hermes/products/ao12385,"128,000",-,"W 25.6 x H 15.7 x D 7.9 ""
Handle Drop. 1.6 ""","Beige, Brown
/ Toile H, Leather","Cover of keys, Keys*2, Padlock","There is feeling of used.

Leather part has scratches, suntanned and stains.

Metal fittings has discoloration and dirt.

The backside of zipper rail has peeled.

Cover of Keys: Strap has torn.","There is feeling of used.

There are many stains.",-,-,AO12385
HERMES Logos Trunk Travel Hand Bag Black Ardennes,/collections/hermes/products/ao12384,"168,000",Circle: W ; Production in 1993,"W 25.6 x H 15.7 x D 7.9 ""
Handle Drop. 1.6 ""","Black
/ Vachette Grainee Des Ardennes",-,"There is feeling of used.

There are many scratches and dirt.

Corners has heavy scuff and peeled.

It isn't possible to a padlock because the zipper top is warped.",There is feeling of used.,-,-,AO12384
HERMES Logos Trunk Travel Hand Bag Black Ardennes,/collections/hermes/products/ao12383,"148,000",Circle: O ; Production in 1985,"W 25.6 x H 15.7 x D 7.9 ""
Handle Drop. 1.6 ""","Black
/ Vachette Grainee Des Ardennes","Cover of keys, Keys*2, Padlock","There is feeling of used.

There are many scratches and dirt.

Corners has heavy scuff and peeled.

It isn't possible to a padlock because the zipper top is warped.",There is feeling of used.,-,Strong smell of material.,AO12383
HERMES 1977's Shoulder Bag Dark Brown Crocodile,/collections/hermes/products/ao12381,"298,000",Circle: G ; Production in 1977,"W 10.4 x H 7.1 x D 1.6 ""
Strap Drop. 13.8 ""","Dark Brown
/ Crocodile Skin",Dust Bag,"There is feeling of used.

Shoulder strap has crack.",There are many scratches and dirt.,-,-,AO12381
HERMES Vintage PRESIDENT Business Bag Veau Graine Doblis Lizard,/collections/hermes/products/ao12379,"248,000",〇S=1989," W 14.6 x H 10.6 x D 0.8 "" Handle Drop. 2.4 """," Black, Green, Brown / Veau Graine, Veau Velours Doblis, Lizard Skin", -," There is a little feeling of used.  Doblis: scuff, dirt and fluffing.", There is feeling of used., -, -, AO12379
HERMES Aline II Rocabar Shoulder Tote Bag Yellow Wool,/collections/hermes/products/ao12245,"69,800",-,"W 13.0 x H 17.3 x D 0.6 ""
Strap Drop. 13.8 ""","Yellow, Vermilion, Navy
/ 100% Wool",-,"There is feeling of used.

There is minor frayed.",There is feeling of used.,-,-,AO12245
HERMES CONSTANCE Shoulder Bag Black Box Calf,/collections/hermes/products/ao11717,"980,000",Square : E ; Production in 2001,"W 9.1 "" x H 7.1 "" x D 1.8 ""
Strap Drop. 8.3 or 15.0 ""","Black
/ Box Calf",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11717
HERMES BOLIDE RELAX Hand Bag Bordeaux Veau Swift,/collections/hermes/products/ao11615,"398,000",T ; Production in 2015,"W 13.8 "" x H 10.6 "" x D 5.5 ""
Handle Drop. 3.9 ""","Bordeaux
/ Veau Swift","Dust Bag, Cover of Key, Key*2, padlock, Rain Cover","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11615
HERMES Horse Carriage Motif EVELYNE GM Shoulder Bag Navy,/collections/hermes/products/ao11549,"398,000",Circle: W ;Production in 1993,"W 12.6 "" x H 11.8 "" x D 3.3 ""
Shoulder Drop. 18.1 ""","Navy, etc
/ Leather",Dust Bag,"There is feeling of used.

There is scuff and minor crack.

Strap has scuff and stain.","There is feeling of used.

Thee is scuff, dirt and pen mark.",-,-,AO11549
HERMES Sac A Malice Pochette Shoulder Bag Red Couchevel,/collections/hermes/products/ao11407,"298,000",Circle:S ;Production in 1989,"W 9.3 x H 5.5 x D 1.6 ""
Strap Drop. 17.3 ""","Red, Yellow, Black
/ Veau Graine Couchevel, Box calf",Dust bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,There is a little smell of perfume.,AO11407
HERMES KELLY 32 SELLIER 2way Hand Bag Crocodile porosus skin Dark brown,/collections/hermes/products/ao11297,"1,980,000",Circle:Something ;Can not read unclear.,"W 13.0 x H 9.4 x D 4.7 ""
Handle Drop. 3.5 ""
Strap Drop. 14.2 ""","Dark brown
/ Crocodile porosus skin","Dust bag, Shoulder strap, Padlock","There is feeling of used.

Bottom has Hollowed out",There is feeling of used.,-,There is smell of perfume.,AO11297
HERMES BIRKIN 40 Hand Bag Red Ardennes,/collections/hermes/products/ao11289,"658,000",Circle:Y ;Production in 1995,"W 15.7 x H 10.6 x D 8.3 ""
Handle Drop. 4.3 ""","Red
/ Vachette Grainee Des Ardennes","Key x2, Key cover

***Padlock is NOT attached.***","There is feeling of used.

Handle and Bottom corner has Scuff, Dirt",There is dirt.,"Pocket has Dirt, Stain",-,AO11289
HERMES BIRKIN 30 Hand Bag Purple Veau Crispe Togo,/collections/hermes/products/ao11145,"1,180,000",Square: P ; Production in 2012,"W 11.8 x H 8.7 x D 6.3 ""
Handle Drop. 3.9 """,Purple / Veau Crispe Togo,"Cover of Keys, Keys x2, Padlock, Dust Bag x2",Very good condition.,"Though there is a little feeling of used, good condition.",-,-,AO11145
HERMES BIRKIN 35 Hand Bag Navy Veau Greine Couchevel,/collections/hermes/products/ao11107,"698,000",Circle: X ;Production in 1994,"W 13.8 "" x H 10.2 "" x D 7.1 ""
Handle Drop. 3.9 ""","Navy
/ Veau Greine Couchevel","Cover of Key, Key x2(No Padlock)","Though there is a little feeling of used, good condition.

There is minor discoloration.(Near Metal fittings)","There is feeling of used, scratches.

Side has scuff and crack.

Pocket has stain.",-,-,AO11107
HERMES KELLY 40 Hand Bag Black Vachette Grainee Des Ardennes,/collections/hermes/products/ao11105,"698,000",Circle: S ; Production in 1989,"W 15.7 x H 11.0 x D 5.9 ""
Handle Drop. 3.9 ""","Black
/ Vachette Grainee Des Ardennes","Cover of Key, Keys x2, Padlock","Though there is a little feeling of used, good condition.

There is scuff and dirt.","Though there is a little feeling of used, good condition.

Flap has dirt.",-,-,AO11105
HERMES BIRKIN 35 Hand Bag Black Veau Crispe Togo,/collections/hermes/products/ao10974,"1,080,000",Square : M ;Production in 2009,"W 13.8 x H 9.8 x D 7.1 ""
Handle Drop. 4.3 ""","Black
/ Veau Crispe Togo","Cover of Key, Key x2, Padlock","Though metal fittings has minor scratches, Very good condition.","Though there is a little feeling of used, Very good condition.",-,-,AO10974
HERMES EVELYNE 3 PM Cross Body Shoulder Bag Pink Veau Epsom,/collections/hermes/products/ao10971,"368,000",Square : O ; Production in 2011,"W 11.0 x H 10.6 x D 2.8 ""
Strap Drop. 18.9 - 27.6 ""","Pink
/ Veau Epsom","Dust Bag, Box",Very good condition.,"Though there is a little feeling of used, Very good condition.",-,-,AO10971
KELLY 28 RETOURNE 2way Hand Bag Rouge H Crocodile Niloticus Mat,/collections/hermes/products/ao10937,"2,480,000",Square: F ; production in 2002,"W 11.0 x H 8.7 x D 4.3 ""
Handle Drop. 3.1 ""
Strap Drop. 17.3 ""","Rouge H
/ Crocodile Niloticus Mat","Cover of Key, Key x2, Padlock, Shoulder Strap, Dust Bag, Rain Cover, Box","Though metal fittings has minor scratches, good condition.",good condition.,-,-,AO10937
HERMES Sac Doggy Medor Shoulder Bag Black Box Calf,/collections/hermes/products/ao10932,"268,000",Circle : X ;Production in 1994,"W 8.5 x H 5.9 x D 1.8 ""
Strap Drop. 18.9 ""","Black
/ Box Calf",Dust Bag,"There is feeling of used, scratches.

Strap roots has minor crack.","There is feeling of used, scratches.",-,-,AO10932
HERMES EVELYNE GM Shoulder Bag BL BR Toile Jean Vache Naturelle,/collections/hermes/products/ao10931,"298,000",Square: F ;Production in 2002,"W 12.6 "" x H 11.8 "" x D 3.3 ""
Shoulder Drop. 18.1 ""","Blue, Brown
/ Toile Jean, Vache Naturelle",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10931
HERMES De Paris Hand Bag Blue Jean Veau Epsom,/collections/hermes/products/ao10803,"148,000",Unclear due to deterioration.,"W 11.2 x H 5.7 x D 4.7 ""
Handle Drop. 7.1 ""","Blue Jean
/ Veau Epsom",Dust Bag,"Though there is a little feeling of used, good condition.

Drawstring cord has minor torn.","Though there is feeling of used and dirt, good condition.

There is scuff.",-,-,AO10803
HERMES HERBAG Ado PM 2 in 1 Backpack Bag Red Orange Toile Offcier,/collections/hermes/products/ao10411,"268,000", Square: H ; Production in 2004," W 11.0 x H 10.2 or 13.8 x D 4.3 "" Handle Drop. 2.4 "" Strap total length. 27.6 """," Red, Orange, Dark brown / Toile Offcier, Leather"," Cover of Keys, Keys x2, Padlock, Dust Bag, Box, Inside fastener, Manual, Spare Bag"," Though leather part has scratches, good condition.", Very good condition., -, -, AO10411
HERMES POCHETTE RIO Clutch Hand Bag Bordeaux Black Box Calf,/collections/hermes/products/ao10352,"98,000",Circle: V ;Production in 1992,"W 9.4 "" x H 6.5 "" x D 0.6 ""","Bordeaux, Black
/ Box Calf","Dust Bag, Box","There is feeling of used.

Side corner has minor stickiness, scuff and peeled.","There is feeling of used.

Side has scuff.

Inside edge has minor stickiness.",-,-,AO10352
HERMES BIRKIN 35 Hand Bag Brown Veau Crispe Togo,/collections/hermes/products/ao10308,"970,000",Square:C ;Production in 1999,"W 13.8 "" x H 10.2 "" x D 7.1 ""
Handle Drop. 3.9 ""","Brown
/ Veau Crispe Togo","Cover of Key, Key x2, Padlock, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

All pocket has dirt.",-,-,AO10308
HERMES Sac A Depeche 41 Business Hand Bag Rouge H Fjord,/collections/hermes/products/ao10130,"268,000",couldn't read.,"W 15.7 x H 11.8 x D 3.9 ""
Handle Drop. 1.6 ""","Rouge H
/ Fjord","Cover of Keys, Keys x2, Dust Bag","Though there is minor dirt, Very good condition.","Though there is a little feeling of used, good condition.",-,-,AO10130
HERMES Vinyl Kelly Hand Beach Bag SOUVENIR DE L'EXPOSITION 1998,/collections/hermes/products/ao10124,"98,000",-,"W 15.7 x H 11.4 x D 4.5 ""
Handle Drop. 1.6 ""","Clear Orange
/ Vinyl",-,"Though there is a little feeling of used, good condition.

Metal fittings has scuff and discoloration.","Though there is a little feeling of used, good condition.",-,-,AO10124
HERMES Ceinture Bolide Bum Bag Golf Tee Vermilion Chevron,/collections/hermes/products/ao10111,"128,000",-,"W 7.5 x H 5.1 x D 2.4 ""
Belt Size. 27.6 - 44.9 ""","Vermilion
/ Toile Chevron","Golf Tee*5, Golf Marker*2","Though there is a little feeling of used, good condition.","Though there is feeling of used, good condition.",-,-,AO10111
HERMES BOLIDE 35 2way Hand Bag Brown Ostrich,/collections/hermes/products/ao10070,"498,000",Circle : W ; Production in 1993,"W 13.8 x H 10.6 x D 5.5 ""
Handle Drop. 3.9 ""
Strap Drop. 16.5 ""","Brown
/ Ostrich","Cover of Keys, Keys*2, Padlock, Shoulder Strap, Dust Bag","Though there is scuff and minor dirt, good condition.",There are many scratches and dirt.,-,-,AO10070
HERMES KELLY 32 2way Hand Bag Cobalt Veau Crispe Togo,/collections/hermes/products/ao10069,"1,280,000",TST 003,"W 12.6 x H 9.1 x D 4.1 ""
Handle Drop. 3.5 ""
Strap Drop. 16.5 ""","Cobalt
/ Veau Crispe Togo","Cover of Keys, Keys*2, Dust Bag*2, Rain Cover, Box",Very good condition.,Very good condition.,-,-,AO10069
HERMES KELLY 32 Hand Bag Black Vachette Grainee Ardenne,/collections/hermes/products/ao09918,"1,080,000",Square: G ;Production in 2003,"W 12.8 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.1 ""
Strap Drop. 16.9 ""","Black
/ Vachette Grainee Ardennes","Padlock, Keys*2, Cover of Keys, Shoulder Strap, Dust Bag","Though there is minor scratches, Very good condition.","Though flap has minor dirt, Very good condition.",-,-,AO09918
HERMES BOLIDE 35 2way Hand Bag Natural Sabre Ardennes,/collections/hermes/products/ao09737,"298,000",Circle : W ; Production in 1993,"W 13.8 x H 10.6 x D 5.5 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 ""","Natural Sabre
/ Vachette Grainee Des Ardennes","Shoulder Strap, Cover of Keys, Keys*2, Padlock, Dust Bag","There is sign of used overall, losing shape.",There is sign of used overall.,-,-,AO09737
HERMES KELLY SPORT MM Shoulder Bag Red Veau Greine Couchevel,/collections/hermes/products/ao09713,"698,000",Circle:Z ;Production in 1996,"W 9.4 x H 11.4 x D 4.3 ""
Strap Drop. 15.4 - 16.5 """,Red / Veau Greine Couchevel,Dust Bag,"Though there is a little feeling of used, good condition.","There is sign of used overall, scuff and mold stain.",-,-,AO09713
HERMES YEOH BAG Shoulder Bag Gray Black Beige Dalmatian Crinoline,/collections/hermes/products/ao09584,"108,000",-,"W 12.6 "" x H 8.7 "" x D 3.9 ""

Strap Drop. 10.6 ""","Gray Black, White, Beige
/
Box calf, Dalmatian, Crinoline",Pouch,"There is feeling of used.

Strap has loose shape.

Surface has fray, therefore prickly when touched.(Pouch)",There is feeling of used.,-,-,AO09584
HERMES BOLIDE 37 2way Hand Bag Bi-Color Black Vert Anglais Ardenne,/collections/hermes/products/ao09580,"398,000",Circle: X ; Production in 1994,"W 14.2 x H 10.2 x D 5.5 ""

Handle Drop. 3.9 ""

Shoulder Drop. 16.5 ""","Black, Vert Anglais
/
Vachette Grainee Ardenne","Cover of Key, Key*2, Padlock, Shoulder Strap, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used, scuff.",-,-,AO09580
HERMES KELLY ADO PM Backpack Ostrich Brown,/collections/hermes/products/ao09487,"980,000",Square: E ; Production in 2001,"W 7.9 x H 8.3 x D 3.1 ""

Strap total length. 19.7 - 39.4 """,Brown / Ostrich,Dust Bag,"Though corners has minor scuff, good condition.","Though there is minor scuff and dirt, good condition.",-,Smell of perfume.,AO09487
HERMES KELLY ADO PM Backpack Bag Brown Vibrato Tadelakt,/collections/hermes/products/ao09486,"698,000",Square: F ; Production in 2002,"W 7.9 x H 8.3 x D 3.1 ""

Strap total length. 19.7 - 39.4 ""","Brown / Vibrato, Tadelakt",-,"There is feeling of used.

Leather part has scratches and stains.","Though there is a little feeling of used, good condition.",-,-,AO09486
HERMES BIRKIN 30 Hand Bag Red Chevre coromandel,/collections/hermes/products/ao09434,"1,080,000",Square:I ;Production in 2005,"W 11.8 x H 9.1 x D 5.9 ""

Handle Drop. 3.9 ""","Red
/
Chevre coromandel","Cover of Key, Key*2, Padlock, Rain Cover, Dust Bag, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO09434
HERMES Shoulder Tote Bag Blue Gold White,/collections/hermes/products/ao09430,"59,800",-,"W 17.9 x H 13.8 x D 4.3 ""

Strap Drop. 7.5 ""","Blue, Gold, White
/
100% Cotton",-,There is feeling of used.,"There is feeling of used, minor dirt.",-,-,AO09430
HERMES MASAI PM Shoulder Bag Yellow Traurillon Clemence,/collections/hermes/products/ao09321,"98,000",Unclear due to deterioration.,"W 12.6 "" x H 10.6 "" x D 2.4 ""Strap Drop. 11.8 or 18.5 """,Yellow / Traurillon Clemence,Adjustment Strap,There is feeling of used.,"There is a little feeling of used.

Pocket has minor stain and minor pen mark.",-,-,AO09321
HERMES BOLIDE 31 2way Hand Bag Red Traurillon Clemence,/collections/hermes/products/ao09202,"458,000",Unclear due to deterioration.,"W 12.4 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.9 ""
Strap Drop. 16.5 ""","Red
/
Traurillon Clemence","Key*2, Padlock, Cover of Key, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used, scuff and dirt.",-,-,AO09202
HERMES BOLIDE 35 2way Hand Bag Bi-Color Navy Green Couchevel,/collections/hermes/products/ao09126,"398,000",Circle: X ; Production in 1994,"W 13.8 x H 10.2 x D 5.5 ""
Handle Drop. 3.9 ""
Shoulder Drop. 16.5 ""","Navy, Green
/ Veau Greine Couchevel","Shoulder Strap, Cover of Keys, Keys*2, Padlock, Dust Bag","Though there is a little feeling of used, good condition.

Zipper rail is discoloration.",There are many scratches and dirt.,-,-,AO09126
HERMES BOLIDE 35 2way Hand Bag Green Veau Greine Couchevel,/collections/hermes/products/ao09048,"348,000",Square:C ;Production in 1999,"W 13.8 "" x H 10.6 "" x D 5.5 ""
Handle Drop. 3.7 ""
Strap Drop. 16.5 ""","Green
/ Veau Greine Couchevel","Dust Bag, Shoulder Strap, Cover of Keys, Keys*2, Padlock","Though there is a little feeling of used, scratches.
Corner has scuff. Handle has black stain.","There is feeling of used, scuff.",-,Strong smell of perfume.,AO09048
HERMES EVELYNE PM Shoulder Bag Brown Vibrato Box Calf,/collections/hermes/products/ao09040,"248,000",Square:F ;Production in 2002,"W 11.4 "" x H 10.6 "" x D 3.1 ""
Strap Drop. 20.1 ""","Brown, etc
/ Vibrato, Box Calf",Dust Bag,"Though there is a little feeling of used, good condition.","There is feeling of used, scuff.",-,Smell of perfume.,AO09040
HERMES EVELYNE GM Shoulder Bag Blue Veau Crispe Togo,/collections/hermes/products/ao09039,"228,000",Square:D ;Production in 2000,"W 13.0 "" x H 12.2 "" x D 3.3 ""
Strap Drop. 16.9 ""","Blue
/ Veau Crispe Togo",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO09039
HERMES KELLY 32 SELLIER 2way Hand Bag Black Box Calf,/collections/hermes/products/ao08956,"898,000",Square: D ;Production in 2000,"W 13.0 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.5 ""
Strap Drop. 17.3 ""","Black
/
Box calf","Cover of Key, Key*2, Padlock, Dust Bag, Box","Though there is minor scuff, good condition.","There is feeling of used, minor dirt, Flap has scuff.",-,-,AO08956
HERMES KELLY 28 RETOURNE 2way Hand Bag Black Brown Box Calf,/collections/hermes/products/ao08885,"980,000",Square:I ;Production in 2005,"W 11.4 "" x H 8.3 "" x D 4.3 ""
Handle Drop. 3.5 ""
Strap Drop. 17.3 ""","Black
/ Box calf","Shoulder Strap, Cover of Key, Key*2, Padlock, Dust Bag","Though there is scuff, good condition.","Though there is a little feeling of used, good condition.

Zipper pocket has stain.",-,-,AO08885
HERMES BOLIDE 31 2way Hand Bag Bordeaux Couchevel,/collections/hermes/products/ao08883,"428,000",Square:A ;Production in 1997,"W 12.6 "" x H 9.4 "" x D 5.1 ""
Handle Drop. 3.9 ""
Strap Drop. 16.5 ""","Bordeaux
/ Veau Graine Couchevel","Shoulder Strap, Cover of Key, Key*2, Padlock, Dust Bag, Box","Though there is a little feeling of used, good condition.","There is feeling of used.
Inside and pocket is scuff.",-,Strong smell of cigarettes.,AO08883
HERMES KELLY 32 Sellier 2way Hand Bag Tricolor Box Calf,/collections/hermes/products/ao08809,"898,000",Circle: Y ; Production in 1995,"W 13.0 x H 9.1 x D 4.7 ""
Handle Drop. 3.5 ""","Vermilion, Brown, Beige
/
Leather","Shoulder Strap, Cover of Keys, Keys*2, Padlock","There is a little feeling of use, but good condition.","There is a little feeling of use, but good condition.",-,Smell of perfume.,AO08809
HERMES MUSEAU Shoulder Tote Bag Red Taurillon Clemence,/collections/hermes/products/ao08799,"98,000",couldn't found.,"W 12.6 x H 9.4 x D 6.7 ""
Shoulder Drop. 11.0 """,Red / Taurillon Clemence,-,"There is a little feeling of use, but good condition.","There is a little feeling of use, but good condition.",-,-,AO08799
HERMES Sellier KELLY 32 2way Hand Bag Dark Brown Couchevel,/collections/hermes/products/ao08735,"898,000",Square: E ; Production in 2001,"W 12.6 x H 9.1 x D 4.1 ""
Handle Drop. 3.5 ""","Dark Brown
/
Veau Greine Couchevel","Cover of Keys, Keys*2, Padlock, Shoulder Strap, Dust Bag*2, Rain Cover, Box",Very good condition.,"There is minor scuff, but Very good condition.",-,-,AO08735
HERMES HERBAG TPM 2 in 1 Shoulder Bag Black Navy Toile Officier,/collections/hermes/products/ao08643,"98,000", Square: I ;Production in 2005," W 5.9 "" x H 7.9 "" x D 2.8 "" Strap Drop. 22.4 """," Black, Navy / Toile Officier, Leather"," Spare Bag, Dust Bag"," There is feeling of use, Strap is scuff, dirt and loose."," There is feeling of use, scuff and dirt.", -, Little smell of perfume., AO08643
