prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL Quilted CC Single Chain Shoulder Bag Red,/collections/chanel/products/ao11217,268000,1117564,"W 8.3 "" x H 5.1 "" x D 2.0 ""
Strap Drop. 19.7 ""","Red
/ Leather","Authenticity Seal, Authenticity Card, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used.

There is scuff.

Pocket has scuff and minor peeled.",-,-,AO11217
CHANEL Terry Cloth Quilted CC Backpack Pile `94 Collection,/collections/chanel/products/ao11174,598000,2822480,"W 16.5 x H 19.7 x D 5.9 ""
Strap total length. 31.5 ""","Cream, etc.
/ Pile","Authenticity Seal, Pouch","There is feeling of used.

Pile: fluffing and loose threads.","There is feeling of used, wrinkle, discoloration and stains.",-,-,AO11174
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Red,/collections/chanel/products/ao11169,368000,843596,"W 5.9 x H 6.3 x D 4.7 ""
Strap Drop. 18.5 ""","Red
/ Leather","Authenticity Seal, Shop Seal, Pouch","Though there is a little feeling of used, good condition.",There is feeling of used.,Pouch: Inside is dirty.,Strong smell of material.,AO11169
CHANEL CC Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao11168,268000,,"W 7.9 x H 9.1 x D 5.9 ""
Strap Drop. 18.5 ""","Black
/ Leather",Pouch,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

A trance of the removal of ａ authenticity seal.",-,-,AO11168
CHANEL Wild-Stitch Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao11167,298000,6550348,"W 9.8 x H 6.3 x D 2.6 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box","Though there is minor scuff, Very good condition.","Though back side of flap has minor scuff and wrinkle, Very good condition.",-,-,AO11167
CHANEL Quilted CC Fringe Cross Body Shoulder Bag Navy,/collections/chanel/products/ao11124,198000,1979988,"W 5.1 x H 5.1 x D 1.6 ""
Strap Drop. 20.1 ""","Navy
/ Satin","Authenticity Seal, Shop Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11124
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao11122,268000,1197117,"W 7.5 x H 5.1 x D 2.0 ""
Strap Drop. 20.5 ""","Black
/ Satin","Authenticity Card, Authenticity Seal","Though metal fittings has discoloration and rust, Very good condition.",Very good condition.,-,Strong smell of mold.,AO11122
CHANEL Sports Line Hi Summer Cross Body Shoulder Bag Red Blue,/collections/chanel/products/ao11121,198000,7626937,"W 6.3 x H 8.7 x D 1.6 ""
Strap Drop. 10.2 - 21.3 ""","Blue, Red
/ Canvas, Nylon","Authenticity Card, Shop Seal","Though there is a little feeling of used, good condition.",Very good condition.,-,-,AO11121
CHANEL Quilted CC Chain Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao11096,428000,2463410,"W 12.0 "" x H 6.9 "" x D 6.3 ""
Handle Drop. 3.5 ""","Black
/ Leather","Authenticity Seal, Shop Seal","Though there is a little feeling of used and scuff, good condition.

Fasteners are floating.","Though there is a little feeling of used and scuff, good condition.",-,-,AO11096
CHANEL Cosmos Line CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao11094,298000,,"W 7.1 x H 4.5 x D 2.0 ""
Strap Drop. 20.1 ""","Black
/ Leather",Shop Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.
Message body inside was reupholstered to new leather by craftsmen of CHANEL.",-,-,AO11094
CHANEL Cosmos Line CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao11093,298000,,"W 7.1 x H 4.5 x D 2.0 ""
Strap Drop. 19.3 ""","Black
/ Leather",-,"Though there is a little feeling of used, good condition.","There is feeling of used.
Metal fittings has scratches.
Leather near the metal fittings has scuff and peeled.",-,-,AO11093
CHANEL Quilted CC Single Chain Shoulder Bag Navy,/collections/chanel/products/ao11088,198000,1308475,"W 7.9 x H 5.9 x D 2.4 ""
Strap Drop. 17.7 ""","Navy
/ Satin, Leather","Authenticity Seal, Authenticity Card","Though there is a little feeling of used, good condition.

Satin has minor stain.","There is feeling of used, mold stain.",-,Little smell of mold.,AO11088
CHANEL Quilted Fringe Chain Shoulder Bag Bi-Color Black Gold,/collections/chanel/products/ao11087,248000,1105038,"W 6.3 x H 5.1 x D 1.8 ""
Strap Drop. 17.3 ""","Black, Gold
/ Satin, Leather","Authenticity Seal, Dust Bag","Though there is a little feeling of used and scuff, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11087
CHANEL Rhinestone CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao11084,398000,,"W 7.1 x H 5.1 x D 2.0 ""
Strap Drop. 19.7 ""","Gold
/ Leather",Box,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Metal fittings has minor discoloration.",-,Little smell of perfume.,AO11084
CHANEL Quilted CC Logos Waist Bum Bag Black,/collections/chanel/products/ao11081,348000,1974722,"W 6.1 x H 5.3 x D 1.6 ""
Belt Size. 26.0 - 29.5 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used and dirt, good condition.",-,-,AO11081
CHANEL CC 2way Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao11050,298000,4668886,"W 9.4 x H 7.5 x D 3.9 ""
Handle Drop. 1.2 ""
Strap Drop. 20.1 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Shoulder Strap","There is feeling of used, scuff and dirt.","There is feeling of used, scuff and dirt.",-,Smell of perfume.,AO11050
CHANEL Camellia Choco Bar Single Chain Shoulder Bag Silver,/collections/chanel/products/ao11044,298000,8657102,"W 7.1 x H 3.9 x D 2.0 ""
Strap Drop. 23.2 ""","Silver
/ Leather","Authenticity Seal, Shop Seal, Dust Bag","Though there is a little feeling of used, Very good condition.","Though there is a little feeling of used, Very good condition.",-,-,AO11044
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao11043,348000,1305323,"W 7.9 x H 5.1 x D 2.4 ""
Strap Drop. 17.7 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",Zipper pocket has stain.,-,AO11043
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Gold,/collections/chanel/products/ao11042,698000,7116936,"W 9.8 x H 6.3 x D 2.4 ""
Shoulder Drop. (Single) 16.5 ""
Shoulder Drop. (Double) 9.1 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card, Shop Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11042
CHANEL Quilted CC Chain Shoulder Bag Black,/collections/chanel/products/ao11033,298000,8081029,"W 11.8 x H 8.1 x D 3.9 ""
Strap Drop. 7.1 ""","Black, Brown
/ Caviar Skin Leather, Wooden","Authenticity Seal, Shop Seal","There is feeling of used, minor loose shape.

Wood part has scratches.","Though there is a little feeling of used, good condition.",-,-,AO11033
CHANEL Cosmos Line CC Chain Waist Bum Bag Black 75/30,/collections/chanel/products/ao11031,268000,,"W 5.5 "" x H 4.3 "" x D 1.4 ""
Belt Size. 26.4 - 29.9 ""","Black
/ Leather",-,"There is feeling of used.

Leather part has scuff and minot torn.","There is feeling of used, dirt and minor stickiness.",There is a hole that opened on their own.,-,AO11031
CHANEL CC Logos Zipped Pouch Silver,/collections/chanel/products/ao11030,328000,4447537,"W 7.9 x H 4.7 x D 2.0 ""","Silver
/ Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11030
CHANEL Logos Wooden Hand Bag Brown Black,/collections/chanel/products/ao10990,1280000,3987336,"W 9.8 x H 5.9 x D 4.9 ""
Handle Drop. 1.6 ""","Brown, Black
/ Wooden, Leather","Authenticity Seal, Authenticity Card、Dust Bag","Though there is a little feeling of used, Very good condition.","Though there is a little feeling of used, Very good condition.",-,-,AO10990
CHANEL Heart Quilted CC Chain Vanity Hand Bag Black,/collections/chanel/products/ao10988,980000,3377701,"W 9.1 x H 8.3 x D 2.8 ""
Handle Drop. 3.5 ""","Black, White
/ Patent Leather","Authenticity Seal, Authenticity Card, Dust Bag","There is feeling of used, dirt.","There is feeling of used, scuff.",-,-,AO10988
CHANEL CC Cosmetic Vanity Hand Bag Pink Caviar Skin,/collections/chanel/products/ao10984,198000,8816940,"W 5.9 "" x H 7.1 "" x D 5.1 ""
Handle Drop. 1.2 ""","Pink
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used, yellow tint.

Zipper rail side has minor crack.",-,-,AO10984
CHANEL CC Chain Shoulder Bag Bi-Color Ivory Black Plastic,/collections/chanel/products/ao10981,428000,6511900,"W 8.7 x H 5.5 x D 2.0 ""
Strap Drop. 13.8 ""","Ivory, Black
/ Plastic","Authenticity Seal, Authenticity Card, Dust Bag","There is feeling of used, stain, minor crack.","There is feeling of used, dirt and stain.",-,-,AO10981
CHANEL CC Basket Chain Shoulder Bag Blue Brown Denim Rattan,/collections/chanel/products/ao10980,798000,5202031,"W 6.7 x H 7.1 x D 3.1 ""
Strap Drop. 20.5 ""","Blue, Brown
/ Rattan, Denim","Authenticity Seal, Authenticity Card, Manual","There is feeling of used.

Denim has scuff.

Rattan has crack.","There is feeling of used.

Flap leather has scuff and minor torn.",-,-,AO10980
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Pink,/collections/chanel/products/ao10978,268000,7332783,"W 9.8 x H 6.3 x D 2.4 ""
Shoulder Drop. (Double) 8.7 ""
Shoulder Drop. (Single) 16.5 ""","Salmon Pink, etc
 / Canvas, Leather","Authenticity Seal, Box","Though strap has dirt, good condition.",good condition.,-,-,AO10978
CHANEL Wild Stitch Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao10951,298000,6132866,"W 9.8 x H 6.7 x D 2.4 ""
Strap Drop.(Single) 15.7 ""
Strap Drop.(Double) 9.1 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Shop Seal, Dust Bag, Box","Though there is a little feeling of used, Very good condition.","Though there is a little feeling of used, Very good condition.",-,-,AO10951
CHANEL Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao10949,298000,1475306,"W 9.4 x H 5.9 x D 2.4 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather","Authenticity Seal, Pouch, Dust Bag, Box","Though there is a little feeling of used, good condition.","Though there is feeling of used and scuff, good condition.",-,-,AO10949
CHANEL CC Cosmetic Vanity Hand Bag Pink Caviar Skin,/collections/chanel/products/ao10944,198000,8816985,"W 5.9 "" x H 7.1 "" x D 5.1 ""
Handle Drop. 1.2 ""","Pink
/ Caviar Skin Leather","Authenticity Seal, Dust Bag, Box","Though there is a little feeling of used, good condition.","There is feeling of used, yellow tint",-,Little smell of perfume.,AO10944
CHANEL Quilted CC Logos Chain Backpack Indigo Denim,/collections/chanel/products/ao10943,898000,4793185,"W 9.8 x H 9.4 x D 3.1 ""
Strap total length. 27.2 ""","Indigo
/ Denim","Authenticity Seal, Authenticity Card","There is feeling of used, scuff and suntanned.",There is feeling of used.,-,Smell of dusty.,AO10943
CHANEL Kelly Quilted CC Hand Bag Black,/collections/chanel/products/ao10914,348000,9320257," W 11.4 x H 9.4 x D 4.3 "" Handle Drop. 3.1 """, Black / Caviar Skin Leather," Authenticity Seal, Authenticity Card, Manual, Dust Bag"," Though there is a little feeling of used, good condition."," Though there is a little feeling of used, good condition.  There is scuff and minor frayed.", -, -, AO10914
CHANEL Quilted CC Jumbo Single Chain Shoulder Bag Black,/collections/chanel/products/ao10910,698000,337475,"W 11.4 x H 7.5 x D 3.1 ""
Strap Drop. 19.7 ""","Black
/ Leather","Authenticity Seal, Authenticity Card","Though there is a little feeling of used, good condition.","There is feeling of used.

Zipper pocket has powdery dirt.",-,-,AO10910
CHANEL CC Drawstring Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao10906,348000,3041399,"W 8.3 x H 8.1 x D 2.8 ""
Strap Drop. 24.8 ""","Black
/ Caviar Skin Leather","Authenticity Seal(Peeled), Authenticity Card, Pouch","Though there is a little feeling of used, good condition.","There is feeling of used, powdery dirt.",-,Smell of cigarettes.,AO10906
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Pink Tweed,/collections/chanel/products/ao10900,268000,8549380,"W 9.8 x H 6.3 x D 2.4 ""
Shoulder Drop. (Single) 16.5 ""
Shoulder Drop. (Double) 9.1 ""","Pink, etc
/ Tweed, Leather","Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is scuff, good condition.",-,-,AO10900
CHANEL Diana Quilted CC Single Chain Shoulder Bag Brown,/collections/chanel/products/ao10898,268000,2728924,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop. 20.5 ""","Brown
/ Cotton","Authenticity Seal, Authenticity Card, Shop Seal","There is feeling of used.

Strap has minor frayed.","Though there is a little feeling of used, good condition.",-,Smell of mold.,AO10898
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Red,/collections/chanel/products/ao10895,268000,896400,"W 8.7 x H 6.3 x D 2.4 ""
Strap Drop. 17.7 ""","Red
/ Leather","Authenticity Seal, Authenticity Card, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10895
CHANEL CC Chain Shoulder Phone Case Red Caviar Skin,/collections/chanel/products/ao10892,248000,4505363,"W 2.8 "" x H 6.7 "" x D 1.6 ""
Strap Drop. 26.0 ""","Red
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Flap has minor scuff.",-,-,AO10892
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Beige Caviar,/collections/chanel/products/ao10855,548000,8450921,"W 9.8 x H 6.3 x D 2.4 ""
Strap Drop.(Single) 16.1 ""
Strap Drop.(Double) 9.1 ""","Beige
/ Caviar Skin Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10855
CHANEL Quilted Paris Limited Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao10826,328000,3045651,"W 9.8 x H 7.1 x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.1 ""","Black
/ Leather","Authenticity Card, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Pocket has peeled.",-,-,AO10826
CHANEL Quilted CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10825,398000,1990195,"W 6.3 "" x H 4.9 "" x D 1.6 ""
Strap Drop. 21.7 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card","Though there is a little feeling of used and scuff, good condition.","Though there is a little feeling of used, good condition.

Zipper pocket has stain.",-,Strong smell of mold.,AO10825
CHANEL Classic Flap Jumbo Shoulder Bag Bordeaux Cotton,/collections/chanel/products/ao10822,348000,3579377,"W 11.8 "" x H 7.9 "" x D 3.1 ""
Strap Drop.(Single) 22.8 ""
Strap Drop.(Double) 12.6 ""","Bordeaux
/ Cotton","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of used.

Cotton has minor torn.(Side)","Though there is a little feeling of used and scuff, good condition.",-,Little smell of perfume.,AO10822
CHANEL CC Chain Backpack Black,/collections/chanel/products/ao10820,428000,,"W 9.1 x H 11.0 x D 4.7 ""
Strap total length. 29.5 ""","Black
/ Caviar Skin Leather",Authenticity Seal(Peeled),"Though there is a little feeling of used, good condition.","Though there is a little feeling of used and scuff, good condition.",-,-,AO10820
CHANEL Kelly Quilted CC Logos Hand Bag Black Caviar Skin,/collections/chanel/products/ao10818,428000,4427263," W 9.8 "" x H 6.7 "" x D 3.3 "" Handle Drop. 2.6 """, Black / Caviar Skin Leather, Authenticity Seal," Though there is a little feeling of used, good condition.  There is minor loose shape."," Though there is a little feeling of used, good condition.", -, -, AO10818
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Gray,/collections/chanel/products/ao10776,198000,2107523,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 20.9 ""","Gray
/ Suede","Authenticity Card, Shop Seal, Dust Bag","There is feeling of used.

Suede has scuff and dirt.","Though there is a little feeling of used, good condition.",-,-,AO10776
CHANEL Quilted CC Fringe Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10774,398000,2943132,"W 8.3 x H 5.1 x D 2.4 ""
Strap Drop. 20.5 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","Though Corner has scuff, Very good condition.","Though all pocket has stain, good condition.",-,-,AO10774
CHANEL V Stitch Fringe CC Single Chain Shoulder Bag Bordeaux,/collections/chanel/products/ao10767,398000,2562141,"W 9.1 x H 6.3 x D 2.4 ""
Strap Drop. 20.1 ""","Bordeaux
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag","Though there is a little feeling of used and minor scuff, good condition.

Chain has discoloration.","Though there is minor scuff, good condition.",-,-,AO10767
CHANEL CC Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10766,348000,3040655,"W 12.2 x H 12.2 x D 3.9 ""
Strap Drop. 19.7 ""","Black
/ Caviar Skin Leather","Authenticity Card, Manual, Pouch, Dust Bag","Though there is a little feeling of used, good condition.","Though there is feeling of used and scuff, good condition.",-,-,AO10766
CHANEL CC Chain Shoulder Tote Bag Black Velvet,/collections/chanel/products/ao10765,168000,2955428,"W 10.6 x H 8.7 x D 2.0 ""
Strap Drop. 15.4 ""","Black
/ Velvet, Leather","Authenticity Seal, Authenticity Card, Manual","Though there is a little feeling of used, good condition.

Leather and strap has minor suntanned.","Though there is a little feeling of used, good condition.

Leather has scuff and minor suntanned.",-,-,AO10765
CHANEL Mademoiselle Classic Flap Jumbo Shoulder Bag Black Velvet,/collections/chanel/products/ao10764,598000,2998467,"W 12.2 "" x H 9.1 "" x D 3.1 ""
Strap Drop.(Single) 24.0 ""
Strap Drop.(Double) 13.0 ""","Black
/ Velvet","Authenticity Seal, Authenticity Card","Though there is a little feeling of used, good condition.

Velvet has minor scuff.","Though there is a little feeling of used, good condition.",-,-,AO10764
CHANEL V Stitch CC Double Chain Shoulder Bag Brown,/collections/chanel/products/ao10763,228000,1919563,"W 8.1 x H 4.9 x D 2.0 ""
Strap Drop.(Single) 16.9 ""
Strap Drop.(Double) 9.1 ""","Brown
/ Suede","Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10763
CHANEL Quilted CC Single Chain Clasp Shoulder Bag Gold,/collections/chanel/products/ao10737,498000,3487237,"W 5.1 x H 4.7 x D 2.0 ""
Strap Drop. 22.0 ""","Gold
/ Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box","Though there is minor scuff, Very good condition.","Though there is a little feeling of used, good condition.",-,-,AO10737
CHANEL Quilted CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10736,368000,1997233,"W 6.3 x H 4.9 x D 1.6 ""
Strap Drop. 21.7 "" (Longest)","Gold
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.

Chain has scuff and discoloration.","Though there is a little feeling of used, good condition.

Metal fittings are rusty.(Side)",-,-,AO10736
CHANEL Quilted Classic Flap Micro Shoulder Bag Gold,/collections/chanel/products/ao10735,368000,1784066,"W 5.5 x H 4.3 x D 1.6 ""
Strap Drop. 21.3 ""","Gold
/ Leather","Authenticity Seal, Dust Bag","Though there is scuff and minor dirt, good condition.",There is feeling of used.,-,-,AO10735
CHANEL Quilted CC Logos Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10734,298000,,"W 8.7 x H 5.9 x D 2.0 ""
Strap Drop. 13.8 ""","Gold
/ Leather",Box,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10734
CHANEL Quilted Bijou CC Logos Chain Shoulder Bag Gold,/collections/chanel/products/ao10733,398000,2197061,"W 7.3 x H 4.7 x D 2.0 ""
Strap Drop. 20.5 ""","Gold
/ Leather","Authenticity Card, Manual","Though there is minor scuff, good condition.

Chain has dirt.","Though there is a little feeling of used, good condition.",-,-,AO10733
CHANEL Fringe CC Single Chain Shoulder Bag Purple,/collections/chanel/products/ao10731,268000,1560461,"W 6.3 x H 4.3 x D 2.0 ""
Strap Drop. 18.1 ""","Purple
/ Suede, Leather","Authenticity Seal, Shop Seal, Dust Bag",There is feeling of used.,"Though there is minor scuff, good condition.",-,-,AO10731
CHANEL Cosmos Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10725,328000,,"W 7.1 x H 4.3 x D 2.0 ""
Strap Drop. 20.9 ""","Black
/ Leather",Shop Seal,"Though there is a little feeling of used, good condition.

Leather of chain has scuff.",There is feeling of used.,-,-,AO10725
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10724,348000,1163513,"W 11.0 x H 12.2 x D 7.9 ""
Strap Drop. 17.7 ""","Black
/ Leather","Authenticity Seal, Pouch","There is feeling of used.

Bottom is lose shape.",There is feeling of used.,-,-,AO10724
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10721,348000,1162472,"W 11.0 x H 12.2 x D 7.9 ""
Strap Drop. 15.7 ""","Black
/ Leather","Authenticity Seal, Shop Seal, Pouch","There is feeling of used.

Bottom is lose shape.",There is feeling of used.,-,-,AO10721
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Black,/collections/chanel/products/ao10718,298000,1671481,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","There is feeling of used.

Pocket: Inside has peeled. / Zipper top leather has peeled.",-,-,AO10718
CHANEL Duma Quilted CC Chain Drawstring Backpack Gold,/collections/chanel/products/ao10712,898000,2971575," W 8.3 x H 8.9 x D 3.9 "" Strap total length. 26.8 - 28.7 """, Gold / Leather, Authenticity Seal," Though there is a little feeling of used, good condition."," Though there is a little feeling of used, good condition.", -, Smell of perfume., AO10712
CHANEL Duma Quilted CC Chain Drawstring Backpack Gold,/collections/chanel/products/ao10711,898000,2971330," W 8.3 x H 8.9 x D 3.9 "" Strap total length. 26.8 - 28.7 """, Gold / Leather," Authenticity Card, Authenticity Seal, Dust Bag, Box"," Though there is a little feeling of used, good condition.  Chain has scuff and discoloration.", There are many scratches and dirt., -, Smell of perfume., AO10711
CHANEL Cosmos Quilted CC Chain Bum Bag Waist Pouch Navy,/collections/chanel/products/ao10709,268000,,"W 5.5 x H 4.7 x D 1.2 ""
Belt Size. 26.8 - 29.9 ""
#30/75","Navy
/ Leather",-,"There is feeling of used.

Lose shape.",There is feeling of used.,-,Strong smell of material.,AO10709
CHANEL Quilted CC Logos Single Chain Shoulder Bag Red,/collections/chanel/products/ao10689,298000,1423236,"W 8.3 x H 5.5 x D 2.6 ""
Strap Drop. 20.1 ""","Red
/ Leather",Authenticity Seal,"Though there is scuff and minor dirt, good condition.","Though backside of flap has scratches, good condition.",-,-,AO10689
CHANEL Quilted CC Logos Single Chain Shoulder Bag Black,/collections/chanel/products/ao10686,268000,1064296,"W 7.5 x H 5.9 x D 2.4 ""
Strap Drop. 17.3 ""","Black
/ Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.",There is feeling of used.,Zipper top charm is missing.,-,AO10686
CHANEL V-Stitch CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10685,398000,2444169,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 20.9 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Shop Seal","Though there is a little feeling of used, good condition.

Chain has scuff and discoloration.","Though there is a little feeling of used, good condition.",-,Smell of perfume.,AO10685
CHANEL Quilted CC Chain Mini Bum Bag Waist Pouch Red,/collections/chanel/products/ao10679,348000,,"W 5.3 x H 3.5 x D 1.2 ""
Belt Size. 29.5 - 31.9 ""","Red
/ Leather",-,"There is feeling of used, Lose shape.","There is feeling of used.

A trance of the removal of ａ authenticity seal.",-,-,AO10679
CHANEL Quilted CC Bum Bag Waist Pouch Red,/collections/chanel/products/ao10678,548000,2589853,"W 5.5 x H 5.5 x D 1.2 ""
Belt Size. 31.5 - 33.5 ""
#34/85","Red
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal(Sticky), Dust Bag, Box","Though there is a little feeling of used, good condition.

Belt is lose shape.",There is powdery dirt.,-,-,AO10678
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao10650,458000,2734530,"W 12.2 x H 12.6 x D 3.9 ""
Strap total length. 31.5 ""","Black
/ Caviar Skin Leather","Authenticity Card(Crack), Authenticity Seal(Scuff), Pouch","Though there is a little feeling of used, good condition.

Chain has minor discolour.

Lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10650
CHANEL CC Plastic Handle Hand Tote Bag Indigo Denim,/collections/chanel/products/ao10649,298000,4689726,"W 13.8 x H 12.6 x D 5.9 ""
Handle Drop. 2.0 ""","Indigo, Brown
/ Denim, Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.

Bottom is lose shape.",Very good condition.,-,-,AO10649
CHANEL Sports Line CC Marine Look Hand Bag Red Blue,/collections/chanel/products/ao10648,228000,12134298,"W 15.7 x H 11.0 x D 6.7 ""
Handle Drop. 7.1 ""","Red, Blue, White
/ Nylon Mesh, Leather","Authenticity Seal, Shop Seal, Dust Bag, Pouch","Though there is a little feeling of used, good condition.

Lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10648
CHANEL Quilted CC Fringe Chain Shoulder Bag Blue Satin,/collections/chanel/products/ao10646,498000,888026,"W 5.9 x H 4.5 x D 2.8 ""
Strap Drop. 20.5 ""","Blue, etc.
/ Satin, Leather","Authenticity Card, Authenticity Seal","Very good condition.

Zipper rail is discoloration.",Very good condition.,-,-,AO10646
CHANEL Quilted CC Fringe Chain Shoulder Bag Red,/collections/chanel/products/ao10644,328000,893230,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 18.1 ""","Red
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10644
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10642,348000,4429661,"W 8.9 x H 7.9 x D 3.5 ""
Strap Drop. 20.1 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Manual",Very good condition.,"Though backside of flap has wrinkle, good condition.",-,-,AO10642
CHANEL DIANA Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10638,598000,5285981,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop. 20.1 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Dust Bag",Very good condition.,"Though there is scuff and minor dirt, good condition.

Back side of flap has wrinkle.",-,-,AO10638
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black,/collections/chanel/products/ao10637,348000,4002154,"W 11.8 x H 8.7 x D 3.5 ""
Strap Drop.(Single) 24.4 ""
Strap Drop.(Double) 13.8 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag","Though there is minor scuff, Very good condition.","Though backside of flap has minor scratches, good condition.",-,-,AO10637
