prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao08641,"248,000",3181576,"W 9.4 "" x H 5.9 "" x D 2.8 ""
Strap Drop. 20.1 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.

Zipper pocket is minor dirt.",-,-,AO08641
CHANEL CC Drawstring Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08632,"398,000",5390798,"W 12.2 "" x H 12.6 "" x D 4.1 ""
Strap Drop. 31.1 ""","Black
/
Caviar Skin Leather","Authenticity Card, Manual, Pouch, Dust Bag","There is feeling of use, scratches.
Pocket is stain.","There is a little feeling of use, good condition.",-,Little smell of cigarettes.,AO08632
CHANEL Kelly Quilted CC Logos Hand Bag Black Cotton,/collections/chanel/products/ao08604,"248,000", 4441192," W 9.8 "" x H 6.7 "" x D 3.3 "" Handle Drop. 2.4 """, Black / Cotton," Authenticity Seal, Authenticity Card"," There is a little feeling of use, fluffing."," There is a little feeling of use, good condition.", -, -, AO08604
CHANEL CC Logos Hand Bag Blue Denim,/collections/chanel/products/ao08603,"598,000",5573949,"W 11.4 "" x H 9.4 "" x D 4.3 ""
Handle Drop. 2.8 ""","Blue
/ Denim","Authenticity Seal, Authenticity Card","There is a little feeling of use, minor dirt.

Corner is scuff.","There is a little feeling of use, good condition.",-,-,AO08603
CHANEL Quilted CC Fringe Single Chain Shoulder Bag Black,/collections/chanel/products/ao08602,"268,000",2616190,"W 8.7 "" x H 6.3 "" x D 2.4 ""
Strap Drop. 18.9 ""","Black
/ Leather","Authenticity Seal, Shop Seal","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08602
CHANEL CC Drawstring Chain Shoulder Bag Black Velvet,/collections/chanel/products/ao08598,"268,000",-,"W 7.9 "" x H 9.1 "" x D 5.5 ""
Strap Drop. 9.4 ""","Black
/ Velvet, Leather",Pouch,"There is feeling of use, Velvet is scuff.","There is a little feeling of use, good condition.",-,-,AO08598
CHANEL CC Quilted Zipped Clutch Black,/collections/chanel/products/ao08584,"108,000",4404884,"W 7.9 "" x H 4.7 "" x D 1.6 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08584
CHANEL Cosmos Line Quilted CC Cosmetic Pouch Black,/collections/chanel/products/ao08583,"79,800",1325026,"W 9.1 "" x H 5.5 "" x D 3.9 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08583
CHANEL CC Cosmetic Hand Bag Pouch Black Caviar Skin,/collections/chanel/products/ao08582,"79,800",3620346,"W 9.1 "" x H 5.5 "" x D 3.9 ""
Handle Drop. 1.2 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, minor scratches.",There is powder dirt.,-,Smell of perfume.,AO08582
CHANEL Quilted Both Sides Flap Classis Small Shoulder Bag Black,/collections/chanel/products/ao08543,"348,000",4469397,"W 9.1 "" x H 5.9 "" x D 3.1 ""
Strap Drop. 8.7 ""","Black
/ Leather","Authenticity Seal, Manual","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Little smell of cigarettes.,AO08543
CHANEL Quilted Classic Flap Micro Shoulder Bag Black,/collections/chanel/products/ao08541,"298,000",1768331,"W 6.5 "" x H 4.7 "" x D 2.0 ""
Strap Drop. 21.7 ""","Black
/ Leather","Authenticity Seal, Dust Bag","There is a little feeling of use, good condition.","There is dirt, good condition.

Pocket is minor peeled.",-,-,AO08541
CHANEL Quilted CC Logos Chain Drawstring Shoulder Bag Red,/collections/chanel/products/ao08535,"368,000",1079873,"W 11.4 x H 12.2 x D 8.7 ""
Shoulder Drop. 15.7 """,Red/ Leather,"Authenticity Seal, Pouch","There is a little feeling of use, wrinkle on the whole surface.

Bottom is lose shape.","There is a little feeling of use, good condition.",-,Strong smell of material.,AO08535
CHANEL CC Logos Cosmetic Hand Bag Vanity Indigo,/collections/chanel/products/ao08495,"248,000",4762348,"W 5.9 x H 7.1 x D 5.1 ""
Handle Drop. 0.8 """,Indigo/ Denim,"Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag, Box","There is minor dirt, Very good condition.","There is scuff and minor dirt, good condition.",-,-,AO08495
CHANEL Quilted CC Logos Single Chain Shoulder Bag Violet,/collections/chanel/products/ao08487,"328,000",1101067,"W 7.5 x H 5.9 x D 2.2 ""
Shoulder Drop. 17.7 """,Violet/ Leather,"Authenticity Card, Authenticity Seal","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08487
CHANEL Quilted CC Single Chain Shoulder Bag Brown Linen,/collections/chanel/products/ao08486,"298,000",2727231,"W 8.7 x H 5.5 x D 2.8 ""
Shoulder Drop. 20.1 ""","Brown
/ Linen","Authenticity Seal, Shop Seal","There is scuff and fluffing, good condition.","Metal fittings is minor rusty, good condition.",-,-,AO08486
CHANEL Quilted CC Logos Hand Bag Indigo Denim,/collections/chanel/products/ao08437,"348,000",5250931,"W 9.4 x H 8.1 x D 3.5 ""
Handle Drop. 5.1 ""","Indigo
/
Denim, Leather","Authenticity Seal, Authenticity Card","There is feeling of use, Handle is lose shape.",There is feeling of use.,-,-,AO08437
CHANEL Quilted CC Logos Medallion Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao08431,"198,000",11669908,"W 11.6 x H 9.6 x D 5.7 ""
Handle Drop. 6.3 ""","Black
/
Caviar Skin Leather",Authenticity Seal,Very good condition.,There is feeling of use.,-,-,AO08431
CHANEL Diana Quilted CC Chain Single Shoulder Bag Black,/collections/chanel/products/ao08427,"598,000",5126834,"W 9.6 x H 6.3 x D 2.8 ""
Shoulder Drop. 20.1 ""","Black
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal",Very good condition.,"There is a little feeling of use, good condition.",-,-,AO08427
CHANEL Quilted CC Logos Camellia Single Chain Shoulder Bag Black,/collections/chanel/products/ao08425,"698,000",9611557,"W 7.9 x H 5.9 x D 1.6 ""
Shoulder Drop. 19.7 ""","Black, Gold, White
/ Nylon, Leather","Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag",Very good condition.,"Zipper pocket is dirty, good condition.",-,-,AO08425
CHANEL Quilted Fringe CC Logos Chain Shoulder Bag Navy,/collections/chanel/products/ao08421,"268,000",1730368,"W 7.1 x H 5.1 x D 2.8 ""
Shoulder Drop. 19.3 ""","Navy
/
Leather","Authenticity Card, Authenticity Seal, Dust Bag","There is scuff and minor discoloration, good condition.","There is a little feeling of use, good condition.",-,-,AO08421
CHANEL Quilted CC Single Chain Shoulder Bag Brown,/collections/chanel/products/ao08419,"298,000",2724409,"W 9.8 x H 6.7 x D 2.8 ""
Shoulder Drop. 20.1 ""","Brown
/
Linen","Authenticity Seal, Shop Seal","Leather of strap has frayed, good condition.",Very good condition.,-,-,AO08419
CHANEL Quilted Classic Flap Maxi Shoulder Bag Black Patent,/collections/chanel/products/ao08416,"1,480,000",3284881,"W 13.0 x H 9.8 x D 3.9 ""
Shoulder Drop.(Single) 24.4 ""
Shoulder Drop.(Double) 13.0 ""","Black
/
Patent Leather","Authenticity Card, Authenticity Seal(Scuff), Manual","There is a little feeling of use, Lose shape.","There is a little feeling of use, good condition.",-,-,AO08416
CHANEL Quilted  Classic Double Flap Medium Shoulder Bag Black Caviar,/collections/chanel/products/ao08411,"598,000",7439336,"W 9.8 x H 6.1 x D 2.6 ""
Shoulder Drop.(Single) 16.1 ""
Shoulder Drop.(Double) 9.4 ""","Black
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal, Dust Bag, Box",Very good condition.,"There is minor scuff, Very good condition.",-,-,AO08411
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Canvas Black,/collections/chanel/products/ao08406,"328,000",7329466,"W 9.8 x H 5.9 x D 2.8 ""
Shoulder Drop.(Single) 16.5 ""
Shoulder Drop.(Double) 9.1 ""","Black, White
/
Canvas, Leather","Authenticity Card, Authenticity Seal, Dust Bag, Box","There is scuff and minor suntanned, good condition.","There is a little feeling of use, good condition.",-,Smell of perfume.,AO08406
CHANEL CC Logos Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08405,"428,000",3897256,"W 12.2 x H 11.8 x D 3.9 ""
Strap total length. 29.5 ""","Black
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal, Manual, Pouch, Dust Bag","There is a little feeling of use, good condition.","There is scuff and minor dirt, good condition.",-,-,AO08405
CHANEL CC Logos Hand Bag Black Caviar Skin,/collections/chanel/products/ao08367,"428,000",4433804,"W 9.8 "" x H 7.1 "" x D 3.5 ""
Handle Drop. 2.8 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08367
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black Caviar,/collections/chanel/products/ao08364,"278,000",75047294,"W 11.8 "" x H 8.7 "" x D 3.9 ""
Strap Drop. 20.5 ""","Black
/ Caviar Skin","Authenticity Seal, Manual, Shop Seal","There is a little feeling of use, good condition.","There is feeling of use, scuff and dirt.",-,Smell of cigarettes.,AO08364
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao08360,"268,000",376371,"W 8.9 "" x H 6.1 "" x D 2.6 ""
Strap Drop. 18.9 ""","Black
/ Leather","Authenticity Seal, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08360
CHANEL CC Chain Drawstring Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao08357,"368,000",2776505,"W 9.3 "" x H 11.0 "" x D 6.7 ""
Strap Drop. 17.3 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Pouch, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Strong smell of perfume.,AO08357
CHANEL Sports Line CC Cross Body Shoulder Bag Red Blue,/collections/chanel/products/ao08351,"198,000",10504243,"W 6.7 "" x H 7.1 "" x D 1.6 ""
Strap Drop. 13.0 - 25.2 ""","Red, Blue, White
/ Canavs","Authenticity Seal, Shop Seal, Dust Bag","Zipper pocket rail is stain.

Zipper top rubber is minor discoloration.","There is a little feeling of use, good condition.",-,-,AO08351
CHANEL Quilted CC Logos Single Chain Shoulder Bag Navy Satin,/collections/chanel/products/ao08333,"298,000",2068255,"W 7.9 "" x H 4.9 "" x D 1.6 ""
Strap Drop. 20.1 ""","Navy
/
Satin","Authenticity Seal, Shop Seal, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08333
CHANEL Quilted CC Fringe Chain Shoulder Bag Brown Satin,/collections/chanel/products/ao08332,"368,000",2889824,"W 5.1 "" x H 3.9 "" x D 2.0 ""
Strap Drop. 21.7 ""","Brown
/
Satin",Authenticity Seal,There is feeling of use.,There is feeling of use.,-,-,AO08332
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao08323,"248,000",1801740,"W 9.8 "" x H 6.3 "" x D 3.1 ""
Strap Drop. 20.1 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Shop Seal","There is a little feeling of use, good condition.","There is feeling of use, mold stain.",-,-,AO08323
CHANEL CC Logos Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao08321,"228,000",3522071,"W 8.3 "" x H 8.7 "" x D 6.3 ""
Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Pouch","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08321
CHANEL CC Logos 2way Cosmetic Hand Bag Vanity Black Caviar Skin,/collections/chanel/products/ao08272,"268,000",3705202,"W 9.1 x H 7.1 x D 5.9 ""
Handle Drop. 2.4 ""
Shoulder Drop. 20.9 """,Black / Caviar Skin Leather,"Authenticity Seal, Shoulder Strap","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08272
CHANEL Quilted Tortoiseshell Classic Flap Jumbo Shoulder Bag Black,/collections/chanel/products/ao08268,"598,000",4876374,"W 11.8 x H 8.3 x D 3.5 ""
Shoulder Drop. 17.7 ""","Black
/ Leather","Authenticity Card, Authenticity Seal","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08268
CHANEL Quilted CC Logos Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao08262,"248,000",1730032,"W 7.1 x H 5.1 x D 2.8 ""
Shoulder Drop. 19.3 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag, Box","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08262
CHANEL Quilted Fringe CC Logos Cross Body Shoulder Bag Black,/collections/chanel/products/ao08260,"248,000",2109639,"W 6.7 x H 4.7 x D 3.9 ""
Shoulder Drop. 20.9 ""","Black
/ Leather",Authenticity Card,"There is a little feeling of use, good condition.","There is feeling of use.

Leather comes off from a lining.",-,-,AO08260
CHANEL Quilted Both Sides Flap Classis Small Shoulder Bag Black,/collections/chanel/products/ao08259,"368,000",4005838,"W 8.9 x H 5.9 x D 2.4 ""
Shoulder Drop. 8.7 ""","Black
/ Leather","Authenticity Seal, Dust Bag, Box","There is minor scuff, good condition.",There is feeling of use.,-,-,AO08259
CHANEL Quilted CC Logos Fringe Shoulder Bag Black,/collections/chanel/products/ao08257,"248,000",1986431,"W 9.1 x H 6.5 x D 2.4 ""
Shoulder Drop. 20.1 ""","Black
/ Leather","Authenticity Seal, Box","There is a little feeling of use, Lose shape.

Chain is discolour.","There is a little feeling of use, good condition.",-,-,AO08257
CHANEL Studs CC Logos Shoulder Tote Bag Black,/collections/chanel/products/ao08256,"128,000",2670880,"W 12.2 x H 9.4 x D 2.8 ""
Shoulder Drop. 11.8 ""","Black
/ Leather","Authenticity Card, Authenticity Seal(Sticky)","There is a little feeling of use, good condition.",There is feeling of use.,-,Strong smell of cigarette.,AO08256
CHANEL Jumbo CC Logos Shoulder Bag Black,/collections/chanel/products/ao08255,"178,000",9334272,"W 10.6 x H 6.7 x D 3.1 ""
Shoulder Drop. 9.1 ""","Black
/ Caviar Skin","Authenticity Card, Authenticity Seal, Manual, Dust Bag","There is minor scuff, Shoulder is lose shape.",There is minor scuff.(Bottom),-,-,AO08255
CHANEL Quilted CC Logos Bum Bag Black,/collections/chanel/products/ao08253,"348,000",5694027,"W 7.1 x H 5.1 x D 1.2 ""
Waist. 26.0 - 29.1 ""
# 30/75",Black/ Caviar Skin,"Authenticity Card, Dust Bag",There is minor scuff.,"There is feeling of use, powder dirt.",The hole which is not original is made.,Strong smell of perfume.,AO08253
CHANEL CC 2way Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao08211,"268,000",3183817,"W 9.1 "" x H 7.1 "" x D 5.3 ""
Handle Drop. 2.0 ""
Strap Drop. 20.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shoulder Strap","There is feeling of use, Chain is minor discolor.

Shoulder metal is scraped.(One Side)","There is feeling of use, minor scratches and dirt.",-,-,AO08211
CHANEL Sports Line CC Backpack Hand Bag Black Green,/collections/chanel/products/ao08209,"248,000",9546313,"W 10.6 "" x H 15.7 "" x D 3.5 ""
Handle Drop. 2.0 ""
Strap. 14.6 - 26.8 ""","Black, Fluorescence Green
/
Nylon, Rubber","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, Handle is dirt.","There is a little feeling of use, good condition.",-,-,AO08209
CHANEL Quilted Fringe CC Bijou Print Chain Shoulder Bag Blue Satin,/collections/chanel/products/ao08207,"368,000",0867995,"W 6.1 "" x H 4.7 "" x D 2.8 ""
Strap Drop. 20.1 ""","Blue, etc
/
Satin, Leather","Authenticity Seal, Dust Bag","There is feeling of use, Leather is scuff.","There is feeling of use, scuff.",-,-,AO08207
CHANEL Quilted CC Single Chain Shoulder Bag Black Lizard,/collections/chanel/products/ao08199,"298,000",1101682,"W 7.9 "" x H 5.1 "" x D 1.8 ""
Strap Drop. 18.1 ""","Black
/
Lizard Skin","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, scuff and mold.",-,-,AO08199
CHANEL Diana Quilted Single Chain Shoulder Bag Black,/collections/chanel/products/ao08198,"598,000",3379932,"W 8.7 "" x H 5.5 "" x D 2.6 ""
Strap Drop. 19.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal","There is minor shapeless, Very good condition.","There is a little feeling of use, Very good condition.",-,-,AO08198
CHANEL Duma Quilted CC Drawstring Chain Backpack Bag White,/collections/chanel/products/ao08169,"428,000", 3272517," W 8.7 "" x H 9.4 "" x D 4.3 "" Strap. 26.8 - 29.1 """, White / Leather," Authenticity Seal(Peeled), Authenticity Card, Manual"," There is feeling of use, Pocket is stain."," There is feeling of use, stain and yellow tint. .", -, Strong smell of material., AO08169
CHANEL Quilted CC Logos Chain Hand Bag Black,/collections/chanel/products/ao08168,"198,000",0706241,"W 7.1 "" x H 5.1 "" x D 2.4 ""
Handle Drop. 3.9 """,Black/ Satin,"Authenticity Seal, Authenticity Card","There is feeling of use, Pocket is dirt.","There is feeling of use, dirt.",-,Strong smell of material.,AO08168
CHANEL CC Plastic Chain Shoulder Tote Bag Blue,/collections/chanel/products/ao08165,"198,000",5310349,"W 11.4 "" x H 12.2 "" x D 5.1 ""
Strap Drop. 7.9 ""","Blue, Brown
/
Denim","Authenticity Seal, Authenticity Card","There is feeling of use, minor suntanned, scuff and dirt.","There is feeling of use, stain.",-,-,AO08165
CHANEL Quilted CC Fringe Chain Shoulder Bag Brown,/collections/chanel/products/ao08164,"228,000",2518099,"W 9.1 x H 6.7 x D 2.4 ""
Shoulder Drop. 20.9 ""","Brown
/
Suede","Authenticity Card, Authenticity Seal","There is feeling of use, Lose shape.",There is feeling of use.,-,-,AO08164
CHANEL Sport Line Cross Body Shoulder Bag Black,/collections/chanel/products/ao08162,"148,000",10462013,"W 9.4 "" x H 7.9 "" x D 3.9 ""
Strap Drop. 12.2 - 24.4 ""","Black, Dark Green
/
Nylon, etc","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of use, discoloration and sticky.","There is feeling of use, minor discoloration.",-,-,AO08162
CHANEL Quilted Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08148,"268,000",1182716,"W 8.9 "" x H 6.3 "" x D 2.8 ""
Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",Very good condition.,Side has minor blow powder. Pocket is dirt.,-,-,AO08148
CHANEL Quilted CC Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08145,"268,000",1182565,"W 8.9 "" x H 6.3 "" x D 2.8 ""
Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Box","There is wrinkle, good condition.","There is feeling of use, Pocket is dirt.",-,-,AO08145
CHANEL Quilted CC Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08142,"248,000",3798554,"W 7.5 "" x H 4.3 "" x D 2.0 ""
Strap Drop. 20.9 ""","Black
/
Leather","Authenticity Seal, Shop Seal",Very good condition.,"Metal fittings is minor dirt, good condition.",-,-,AO08142
CHANEL Quilted Fringe CC Cross Body Shoulder Bag Red,/collections/chanel/products/ao08138,"168,000",1718357,"W 6.3 "" x H 4.9 "" x D 2.8 ""
Strap Drop. 18.9 ""","Red
/
Leather",Authenticity Seal,"There is a little feeling of use, good condition.",Very good condition.,-,-,AO08138
CHANEL CC Single Chain Shoulder Bag Black Lizard,/collections/chanel/products/ao08136,"698,000",1043249,"W 7.3 "" x H 5.5 "" x D 2.4 ""
Strap Drop. 20.1 ""","Black
/
Lizard Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box","There is a little feeling of use, good condition.","There is dirt, good condition.",-,-,AO08136
CHANEL CC Logos Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08093,"398,000",3883781,"W 8.3 "" x H 9.8 "" x D 3.9 ""
Strap. 29.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08093
CHANEL CC Logos Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08092,"368,000",3466259,"W 7.9 x H 9.8 x D 3.9 ""
Strap total length. 29.5 """,Black/ Caviar Skin Leather,"Authenticity Card, Authenticity Seal(Sticky),Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.

Zipper pocket is dirt.",-,-,AO08092
CHANEL Quilted CC Chain Hand Tote Bag Blue Denim,/collections/chanel/products/ao08090,"298,000",5310642,"W 12.4 "" x H 13.4 "" x D 4.7 ""
Handle Drop. 5.9 ""","Blue
/
Denim","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of use, Corner and Chain is scuff.",Side is frayed.(One Side),-,Smell of perfume.,AO08090
CHANEL Kelly Quilted CC Hand Bag Black Caviar Skin,/collections/chanel/products/ao08087,"428,000", 1435628," W 9.8 "" x H 6.7 "" x D 3.3 "" Handle Drop. 2.6 """, Black / Caviar Skin Leather," Authenticity Seal, Box"," There is a little feeling of use, Pocket is dirt."," There is feeling of use, dirt.", -, -, AO08087
CHANEL CC Chain Mobile Phone Case Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao08084,"168,000",-,"W 3.0 "" x H 7.1 "" x D 1.2 ""
Strap Drop. 23.2 ""","Black
/
Caviar Skin Leather",-,"There is minor dirt, good condition.","There is feeling of use, dirt.",-,-,AO08084
CHANEL Quilted CC Single Chain Shoulder Bag Black Satin,/collections/chanel/products/ao08081,"248,000",1142466,"W 7.5 "" x H 5.9 "" x D 2.0 ""
Strap Drop. 16.5 ""","Black
/
Satin","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, mold.",-,-,AO08081
CHANEL Quilted Tortoiseshell Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao08080,"598,000",3161609,"W 9.8 "" x H 6.3 "" x D 2.6 ""
Strap Drop. 19.3 ""","Black
/
Leather",Authenticity Seal,"There is feeling of use, scuff.","There is feeling of use, Flap has scuff.

Zipper pocket side is minor crack.",-,-,AO08080
CHANEL Quilted CC Logos Single Chain Shoulder Bag Black,/collections/chanel/products/ao08078,"328,000",2050807,"W 7.1 x H 4.7 x D 2.2 ""
Shoulder Drop. 19.7 ""","Black
/
Leather","Authenticity Card, Authenticity Seal","There is minor scuff, good condition.","There is minor dirt, good condition.",-,-,AO08078
CHANEL CC Logos Chain Shoulder Bag Hard Case Black,/collections/chanel/products/ao08071,"798,000",-,"W 5.1 x H 4.3 x D 1.8 ""
Shoulder Drop. 22.0 ""","Black, Gold
/
Plastic, Gold-tone","Manual, Dust Bag","There are many fine scratches, good condition.","There is scuff and minor dirt, good condition.",-,-,AO08071
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black,/collections/chanel/products/ao08065,"348,000",4427297,"W 11.8 "" x H 8.9 "" x D 3.1 ""
Strap Drop.(Single) 24.0 ""
Strap Drop.(Double) 12.6 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is a little feeling of use, scratches.","There is a little feeling of use, good condition.",-,Smell of Menthol.,AO08065
CHANEL V Stitch Classic Flap Maxi Shoulder Bag Black Caviar,/collections/chanel/products/ao08060,"598,000",3961785,"W 14.0 "" x H 9.1 "" x D 3.5 ""
Strap Drop.(Single) 23.2 ""
Strap Drop.(Double) 12.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Manual, Shop Seal, Dust Bag",Very good condition.,"There is feeling of use, scuff and dirt.",-,-,AO08060
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08004,"398,000",Disappear due to deterioration.,"W 12.2 "" x H 13.0 "" x D 3.9 ""
Strap. 29.9 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Pouch","There is feeling of use, dirt.",There is feeling of use.,-,-,AO08004
CHANEL Quilted CC Logos Mini Shoulder Bag Blue Denim,/collections/chanel/products/ao08000,"298,000",1877028,"W 5.1 "" x H 4.3 "" x D 1.6 ""
Strap Drop. 8.7 ""","Blue
/ Denim","Authenticity Seal, Authenticity Card, Box, Dust Bag","There is feeling of use, faded and minor dirt.",Very good condition.,-,-,AO08000
CHANEL CC Chain Shoulder Phone Case Red Caviar Skin,/collections/chanel/products/ao07971,"198,000",3192507,"W 2.8 "" x H 6.7 "" x D 1.6 ""
Strap Drop. 24.8 ""","Red
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.

Shoulder leather is minor peeled.","There is a little feeling of use, good condition.",-,-,AO07971
CHANEL Quilted CC Full Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao07966,"268,000",1455485,"W 9.4 "" x H 5.7 "" x D 2.2 ""
Strap Drop. 20.9 ""","Black
/
Leather","Authenticity Seal, Shop Seal","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07966
CHANEL CC Drawstring Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao07960,"198,000",3898173,"W 12.2 "" x H 12.2 "" x D 3.9 ""
Strap Drop. 19.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Pouch","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Smell of dusty.,AO07960
CHANEL CC Logos Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao07959,"328,000",1681398,"W 7.7 "" x H 9.4 "" x D 5.9 ""
Strap Drop. 18.5 ""","Black
/
Leather","Authenticity Seal, Pouch","There is a little feeling of use, Leather has minor peeled.","There is a little feeling of use, good condition.",-,Smell of material.,AO07959
CHANEL Wild Stitch Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao07954,"268,000",6551975,"W 9.8 "" x H 6.7 "" x D 2.4 ""
Strap Drop.(Single) 15.7 ""
Strap Drop.(Double) 8.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box","There is feeling of use, scuff and wrinkle.",There is feeling of use.,-,-,AO07954
CHANEL Jumbo XL CC Logos Chain Shoulder Tote Bag Black,/collections/chanel/products/ao07952,"168,000",Disappear due to deterioration.,"W 16.1 "" x H 12.2 "" x D 3.9 ""
Strap Drop. 12.2 ""","Black
/
Leather",Authenticity Seal,"There is feeling of use, scratches.

Corner has scuff.","There is feeling of use, wrinkle and dirt.",-,Smell of perfume.,AO07952
CHANEL Kelly Quilted CC Logos Hand Bag Blue Denim,/collections/chanel/products/ao07906,"598,000", 1780243," W 9.8 "" x H 7.5 "" x D 3.5 "" Handle Drop. 2.8 """," Blue / Denim, Leather"," Authenticity Seal, Authenticity Card"," There is feeling of use, scuff and faded.", There is feeling of use., -, Smell of perfume., AO07906
CHANEL Quilted CC Logos Hand Bag Black,/collections/chanel/products/ao07902,"148,000",3853182,"W 6.3 "" x H 6.3 "" x D 2.0 ""
Handle Drop. 5.9 ""","Black
/ Leather",Authenticity Seal,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07902
CHANEL Quilted CC Logos Chain 2way Hand Bag Black,/collections/chanel/products/ao07901,"398,000",1793989,"W 9.1 "" x H 6.3 "" x D 2.0 ""
Handle Drop. 1.2 ""
Strap Drop. 15.0 ""","Black
/ Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, scuff and minor dirt..",-,Smell of perfume.,AO07901
